# time variance
1.000000000000000021e-03 2.592305109535335354e-05
2.000000000000000042e-03 6.397880566558035507e-05
3.000000000000000062e-03 1.135080648259767787e-04
4.000000000000000083e-03 1.751509037639714585e-04
6.000000000000000125e-03 3.342585828864508952e-04
7.000000000000000146e-03 4.313354032422162324e-04
8.000000000000000167e-03 5.386120808411460053e-04
1.200000000000000025e-02 1.093034884183144342e-03
1.400000000000000029e-02 1.441472040766187800e-03
1.499999999999999944e-02 1.632932861259942404e-03
1.600000000000000033e-02 1.832268890751429825e-03
2.400000000000000050e-02 3.875571814543070544e-03
2.800000000000000058e-02 5.183473244269748599e-03
2.999999999999999889e-02 5.906131888322104471e-03
3.099999999999999978e-02 6.285078667687311188e-03
3.200000000000000067e-02 6.658175084929076476e-03
4.800000000000000100e-02 1.447303743827342212e-02
5.600000000000000117e-02 1.948012020157827498e-02
5.999999999999999778e-02 2.226900464292710241e-02
6.199999999999999956e-02 2.372951878709532447e-02
6.300000000000000044e-02 2.447766039689666662e-02
6.400000000000000133e-02 2.521541270101556112e-02
9.600000000000000200e-02 5.534777051461998304e-02
1.120000000000000023e-01 7.468963530895869618e-02
1.199999999999999956e-01 8.538867928159754594e-02
1.239999999999999991e-01 9.101325889813970116e-02
1.260000000000000009e-01 9.388774469723640270e-02
1.270000000000000018e-01 9.534322041832135608e-02
1.280000000000000027e-01 9.678843532419981188e-02
1.920000000000000040e-01 2.118144082231371017e-01
2.240000000000000047e-01 2.843971909593400182e-01
2.399999999999999911e-01 3.243113692015594518e-01
2.479999999999999982e-01 3.451138384634135914e-01
2.520000000000000018e-01 3.557522065666184341e-01
2.540000000000000036e-01 3.611227754784568367e-01
2.550000000000000044e-01 3.638322620732097334e-01
2.560000000000000053e-01 3.632931001140508043e-01
3.840000000000000080e-01 7.736079676426717011e-01
4.480000000000000093e-01 1.021777687989745775e+00
4.799999999999999822e-01 1.154553444539803353e+00
4.959999999999999964e-01 1.223034769685445777e+00
5.040000000000000036e-01 1.257696480206827339e+00
5.080000000000000071e-01 1.275194126092241032e+00
5.100000000000000089e-01 1.283971603370263281e+00
5.110000000000000098e-01 1.288396742612239576e+00
5.120000000000000107e-01 1.274509032142744136e+00
7.680000000000000160e-01 2.500626242938563060e+00
8.960000000000000187e-01 3.177323057034721732e+00
9.599999999999999645e-01 3.525607557933480241e+00
9.919999999999999929e-01 3.701034728657611961e+00
1.008000000000000007e+00 3.789362129493774489e+00
1.016000000000000014e+00 3.833534409292571166e+00
1.020000000000000018e+00 3.855681149800562313e+00
1.022000000000000020e+00 3.866761943744903007e+00
1.023000000000000131e+00 3.872300712301896652e+00
1.024000000000000021e+00 3.857726194993502666e+00
1.536000000000000032e+00 6.705047504783124168e+00
1.792000000000000037e+00 8.163290887284688324e+00
1.919999999999999929e+00 8.904760198373153912e+00
1.983999999999999986e+00 9.277270001219001472e+00
2.016000000000000014e+00 9.462951149211907165e+00
2.032000000000000028e+00 9.556556152071458143e+00
2.040000000000000036e+00 9.603379090324768441e+00
2.044000000000000039e+00 9.626789042958819209e+00
2.046000000000000263e+00 9.638494787751058723e+00
2.047000000000000153e+00 9.644294327371051523e+00
2.048000000000000043e+00 9.678288018936894943e+00
3.072000000000000064e+00 1.566855240535333849e+01
3.584000000000000075e+00 1.866552897262739208e+01
3.839999999999999858e+00 2.016683201560851302e+01
3.967999999999999972e+00 2.093267511585876406e+01
4.032000000000000028e+00 2.131664768895316087e+01
4.064000000000000057e+00 2.150802171537786478e+01
4.080000000000000071e+00 2.160448650415862204e+01
4.088000000000000078e+00 2.165305298695305680e+01
4.092000000000000526e+00 2.167718118069554123e+01
4.094000000000000306e+00 2.168938066245167562e+01
4.094999999999999751e+00 2.169535259623453527e+01
4.096000000000000085e+00 2.175017283553191305e+01
6.144000000000000128e+00 3.386800822839131797e+01
7.168000000000000149e+00 3.990105302957002209e+01
7.679999999999999716e+00 4.291177928796730612e+01
7.935999999999999943e+00 4.442159344166981327e+01
8.064000000000000057e+00 4.519230459213287077e+01
8.128000000000000114e+00 4.558163019456617349e+01
8.160000000000000142e+00 4.577664602417391393e+01
8.176000000000000156e+00 4.587535160945540724e+01
8.184000000000001052e+00 4.592428673487708579e+01
8.188000000000000611e+00 4.594904196273031971e+01
8.189999999999999503e+00 4.596152201082023225e+01
8.191000000000000725e+00 4.596782075355758934e+01
8.192000000000000171e+00 4.620602982263730496e+01
1.228800000000000026e+01 7.052522146074863940e+01
1.433600000000000030e+01 8.243060126171690172e+01
1.446499999999999986e+01 8.369497697755127774e+01
1.446600000000000108e+01 8.370051840815312971e+01
1.446799999999999997e+01 8.371248242497063075e+01
1.447199999999999953e+01 8.373509776388198134e+01
1.448000000000000043e+01 8.378100688619861103e+01
1.449600000000000044e+01 8.387227457021435839e+01
1.452800000000000047e+01 8.405111588634133568e+01
1.459200000000000053e+01 8.441698030171778555e+01
1.472000000000000064e+01 8.515254066743375461e+01
1.497600000000000087e+01 8.667388395909983956e+01
1.535999999999999943e+01 8.851347262386195780e+01
1.548799999999999955e+01 8.970105522195763115e+01
1.587199999999999989e+01 9.149467668480997418e+01
1.612800000000000011e+01 9.297635826935436398e+01
1.625600000000000023e+01 9.373985728432535325e+01
1.632000000000000028e+01 9.413131240399434319e+01
1.635200000000000031e+01 9.432743777617679370e+01
1.636800000000000210e+01 9.442514167968704442e+01
1.637600000000000122e+01 9.447425532583599761e+01
1.637999999999999901e+01 9.449918728191471473e+01
1.638200000000000145e+01 9.451158182883818881e+01
1.638299999999999912e+01 9.451806469835378266e+01
1.638400000000000034e+01 9.488765400995225718e+01
1.651200000000000045e+01 9.576814755798761780e+01
1.855999999999999872e+01 1.077603655639536555e+02
2.265599999999999881e+01 1.320308121338764522e+02
2.457600000000000051e+01 1.438607080496076378e+02
2.867200000000000060e+01 1.683407701174646718e+02
3.071999999999999886e+01 1.798849808704239877e+02
3.084799999999999898e+01 1.807716771418604367e+02
3.174399999999999977e+01 1.860167065331279446e+02
3.225600000000000023e+01 1.890549158214184899e+02
3.251200000000000045e+01 1.905953297614119037e+02
3.264000000000000057e+01 1.913914584156359524e+02
3.270400000000000063e+01 1.917916262708949944e+02
3.273600000000000421e+01 1.919912112548927325e+02
3.275200000000000244e+01 1.920907555071548813e+02
3.275999999999999801e+01 1.921399274725104078e+02
3.276400000000000290e+01 1.921649971414904030e+02
3.276599999999999824e+01 1.921775817973034464e+02
3.276700000000000301e+01 1.921839629651344694e+02
3.276800000000000068e+01 1.936032233155378890e+02
4.723199999999999932e+01 2.781165517816634747e+02
4.723300000000000409e+01 2.797739066325693784e+02
4.723400000000000176e+01 2.797797079191032026e+02
4.723600000000000421e+01 2.797923772179565276e+02
4.724000000000000199e+01 2.798159215823525301e+02
4.724799999999999756e+01 2.798619934769158135e+02
4.726400000000000290e+01 2.799555914125976415e+02
4.729599999999999937e+01 2.801342861350740350e+02
4.735999999999999943e+01 2.805042372214165880e+02
4.748799999999999955e+01 2.812591178814709565e+02
4.774399999999999977e+01 2.827942741054357612e+02
4.825600000000000023e+01 2.857838777225551894e+02
4.915200000000000102e+01 2.909221900594056933e+02
4.928000000000000114e+01 2.916737726220271725e+02
5.132800000000000296e+01 3.036866812988828315e+02
5.542399999999999949e+01 3.280576723242065782e+02
5.734400000000000119e+01 3.398447989198502910e+02
6.143999999999999773e+01 3.639874142790740734e+02
6.348799999999999955e+01 3.755207599184541323e+02
6.361599999999999966e+01 3.775173361213273893e+02
6.361700000000000443e+01 3.768445504628234630e+02
6.361800000000000210e+01 3.768505152376255865e+02
6.362000000000000455e+01 3.768634736430576595e+02
6.362400000000000233e+01 3.768864873486218130e+02
6.363199999999999790e+01 3.769327872069352452e+02
6.364800000000000324e+01 3.770278607187501621e+02
6.367999999999999972e+01 3.772079760838278162e+02
6.374399999999999977e+01 3.775834644452424982e+02
6.387199999999999989e+01 3.783576762566844991e+02
6.412800000000000011e+01 3.799445712007855036e+02
6.451200000000000045e+01 3.816076544894422113e+02
6.464000000000000057e+01 3.829762158797148004e+02
6.502400000000000091e+01 3.848385252467051032e+02
6.528000000000000114e+01 3.864462299191145576e+02
6.540800000000000125e+01 3.872784443924756488e+02
6.547200000000000841e+01 3.876951286422681733e+02
6.550400000000000489e+01 3.879022805365711974e+02
6.551999999999999602e+01 3.880060808127400378e+02
6.552800000000000580e+01 3.880571853558049042e+02
6.553199999999999648e+01 3.880829959181628510e+02
6.553400000000000603e+01 3.880960482394930295e+02
6.553499999999999659e+01 3.881024269263834867e+02
6.566400000000000148e+01 3.890245885655986058e+02
6.771200000000000330e+01 4.012435901286935405e+02
7.180800000000000693e+01 4.261209853933214617e+02
7.180899999999999750e+01 4.254810868632157508e+02
7.181000000000000227e+01 4.254869840490173374e+02
7.181199999999999761e+01 4.254996604080915859e+02
7.181600000000000250e+01 4.255227985553974577e+02
7.182399999999999807e+01 4.255687617189287266e+02
7.184000000000000341e+01 4.256634505450492725e+02
7.187199999999999989e+01 4.258432644569584227e+02
7.193600000000000705e+01 4.262158678867053823e+02
7.206400000000000716e+01 4.269860134689733968e+02
7.232000000000000739e+01 4.285622915188723709e+02
7.283200000000000784e+01 4.315886801027008914e+02
7.385599999999999454e+01 4.375664307489823841e+02
7.590399999999999636e+01 4.501095051931952185e+02
7.590500000000000114e+01 4.494020340780080005e+02
7.590600000000000591e+01 4.494079852486138407e+02
7.590800000000000125e+01 4.494210572973752278e+02
7.591200000000000614e+01 4.494443587936984841e+02
7.592000000000000171e+01 4.494901540563914750e+02
7.593600000000000705e+01 4.495855435542871419e+02
7.596800000000000352e+01 4.497655178084278305e+02
7.603199999999999648e+01 4.501389122065775155e+02
7.615999999999999659e+01 4.509126012226079183e+02
7.641599999999999682e+01 4.525019435076574155e+02
7.692799999999999727e+01 4.555442294066306204e+02
7.795199999999999818e+01 4.615146899158426095e+02
7.795300000000000296e+01 4.609456981037110381e+02
7.795400000000000773e+01 4.609516201695405471e+02
7.795600000000000307e+01 4.609646371277121943e+02
7.796000000000000796e+01 4.609878381212074601e+02
7.796800000000000352e+01 4.610327821049322665e+02
7.798399999999999466e+01 4.611273126881678763e+02
7.801600000000000534e+01 4.613053833058038435e+02
7.807999999999999829e+01 4.616754551626290777e+02
7.820799999999999841e+01 4.624437788677023491e+02
7.846399999999999864e+01 4.640228211321700655e+02
7.897599999999999909e+01 4.670433000865850772e+02
7.897700000000000387e+01 4.670273201360541862e+02
7.897800000000000864e+01 4.670332178135358845e+02
7.898000000000000398e+01 4.670461735556164058e+02
7.898399999999999466e+01 4.670692231458669994e+02
7.899200000000000443e+01 4.671138387913670158e+02
7.900799999999999557e+01 4.672083791093973559e+02
7.904000000000000625e+01 4.673858470767263498e+02
7.910399999999999920e+01 4.677554875389105291e+02
7.923199999999999932e+01 4.685237682743354526e+02
7.948799999999999955e+01 4.700947026037792966e+02
7.948900000000000432e+01 4.702497906290627725e+02
7.948999999999999488e+01 4.702556409703283862e+02
7.949200000000000443e+01 4.702684980115154758e+02
7.949599999999999511e+01 4.702915425512328511e+02
7.950400000000000489e+01 4.703360084702871973e+02
7.951999999999999602e+01 4.704304856338494574e+02
7.955200000000000671e+01 4.706077426407719031e+02
7.961599999999999966e+01 4.709767972234985791e+02
7.974399999999999977e+01 4.717447077335855283e+02
7.974500000000000455e+01 4.718011186312833161e+02
7.974599999999999511e+01 4.718069459530233871e+02
7.974800000000000466e+01 4.718197277049512195e+02
7.975199999999999534e+01 4.718427062671144085e+02
7.976000000000000512e+01 4.718869227582836174e+02
7.977599999999999625e+01 4.719810873337191879e+02
7.980800000000000693e+01 4.721576983400445897e+02
7.987199999999999989e+01 4.725255213199343416e+02
7.987300000000000466e+01 4.725983421797354822e+02
7.987399999999999523e+01 4.726041617749651778e+02
7.987600000000000477e+01 4.726169063745837775e+02
7.987999999999999545e+01 4.726398407019078149e+02
7.988800000000000523e+01 4.726839378203512751e+02
7.990399999999999636e+01 4.727779269717648276e+02
7.993600000000000705e+01 4.729542122251368710e+02
7.993699999999999761e+01 4.730011364637648512e+02
7.993800000000000239e+01 4.730069544001635222e+02
7.993999999999999773e+01 4.730196843019184598e+02
7.994400000000000261e+01 4.730425932033649588e+02
7.995199999999999818e+01 4.730866312072030269e+02
7.996800000000000352e+01 4.731805444287529099e+02
7.996900000000000830e+01 4.731996143716351071e+02
7.996999999999999886e+01 4.732054326290490280e+02
7.997200000000000841e+01 4.732181554385424533e+02
7.997599999999999909e+01 4.732410539638585760e+02
7.998399999999999466e+01 4.732850680905321497e+02
7.998499999999999943e+01 4.732986187111055187e+02
7.998600000000000421e+01 4.733044364956222125e+02
7.998799999999999955e+01 4.733171564971416956e+02
7.999200000000000443e+01 4.733400483276382147e+02
7.999299999999999500e+01 4.733478746627588407e+02
7.999399999999999977e+01 4.733536920206061041e+02
7.999599999999999511e+01 4.733664104306735680e+02
7.999699999999999989e+01 4.733727431209517817e+02
7.999800000000000466e+01 4.733785601382951427e+02
7.999899999999999523e+01 4.733856943413593399e+02
8.000000000000000000e+01 4.737494272750918753e+02
8.000100000000000477e+01 4.733974681901236181e+02
8.000199999999999534e+01 4.734042285096984415e+02
8.000300000000000011e+01 4.734101852826133836e+02
8.000400000000000489e+01 4.734141635822161334e+02
8.000600000000000023e+01 4.734271136657189345e+02
8.000700000000000500e+01 4.734330701592407422e+02
8.000799999999999557e+01 4.734332897027416038e+02
8.001200000000000045e+01 4.734581507216098544e+02
8.001399999999999579e+01 4.734710996051908296e+02
8.001500000000000057e+01 4.734770553229209327e+02
8.001600000000000534e+01 4.734779149832029361e+02
8.002400000000000091e+01 4.735271480342926225e+02
8.002800000000000580e+01 4.735520030729967402e+02
8.003000000000000114e+01 4.735649488148883393e+02
8.003100000000000591e+01 4.735709045895964664e+02
8.003199999999999648e+01 4.735550121163396398e+02
8.004800000000000182e+01 4.736539263735903660e+02
8.005599999999999739e+01 4.737031447821827896e+02
8.006000000000000227e+01 4.737279898845117714e+02
8.006199999999999761e+01 4.737409279222811165e+02
8.006300000000000239e+01 4.737468822363407526e+02
8.006400000000000716e+01 4.737235392238799250e+02
8.009600000000000364e+01 4.739217793426541903e+02
8.011199999999999477e+01 4.740206117975139932e+02
8.012000000000000455e+01 4.740697946612999658e+02
8.012399999999999523e+01 4.740946204582724022e+02
8.012600000000000477e+01 4.741075448541632795e+02
8.012699999999999534e+01 4.741134976873581763e+02
8.012800000000000011e+01 4.740855766411768855e+02
8.019200000000000728e+01 4.744869352745627111e+02
8.022400000000000375e+01 4.746848913718313270e+02
8.023999999999999488e+01 4.747835388004932611e+02
8.024800000000000466e+01 4.748326348231239535e+02
8.025199999999999534e+01 4.748574142169745755e+02
8.025400000000000489e+01 4.748702980600792216e+02
8.025499999999999545e+01 4.748762454280513339e+02
8.025600000000000023e+01 4.748564651984306693e+02
8.038400000000000034e+01 4.756489812639556476e+02
8.044800000000000750e+01 4.760491156771895476e+02
8.048000000000000398e+01 4.762465957358144806e+02
8.049599999999999511e+01 4.763449405771752936e+02
8.050400000000000489e+01 4.763938528127000609e+02
8.050799999999999557e+01 4.764185601599601796e+02
8.051000000000000512e+01 4.764313927901930583e+02
8.051099999999999568e+01 4.764373368558553921e+02
8.051200000000000045e+01 4.763104776801665139e+02
8.076800000000000068e+01 4.778511937335206312e+02
8.089600000000000080e+01 4.786418116341956193e+02
8.096000000000000796e+01 4.790407239762680547e+02
8.099200000000000443e+01 4.792375909562615561e+02
8.100799999999999557e+01 4.793356565848989703e+02
