# time variance
1.000000000000000021e-03 2.320740878171103621e-05
2.000000000000000042e-03 5.296129611253190458e-05
3.000000000000000062e-03 8.905993384372500694e-05
4.000000000000000083e-03 1.313854156300412650e-04
6.000000000000000125e-03 2.356284816055610287e-04
7.000000000000000146e-03 2.975537365440256285e-04
8.000000000000000167e-03 3.664282165965050773e-04
1.200000000000000025e-02 7.031637612633439508e-04
1.400000000000000029e-02 9.105156730876450607e-04
1.499999999999999944e-02 1.023685203614672738e-03
1.600000000000000033e-02 1.148035635332430703e-03
2.400000000000000050e-02 2.336709109550199823e-03
2.800000000000000058e-02 3.080426997399595898e-03
2.999999999999999889e-02 3.492108300536101058e-03
3.099999999999999978e-02 3.707346497671832383e-03
3.200000000000000067e-02 3.918962133818959179e-03
4.800000000000000100e-02 8.319939554856542810e-03
5.600000000000000117e-02 1.112093003707604125e-02
5.999999999999999778e-02 1.266409743111162819e-02
6.199999999999999956e-02 1.347896033073190183e-02
6.300000000000000044e-02 1.389493820247325769e-02
6.400000000000000133e-02 1.427315137142297352e-02
9.600000000000000200e-02 3.096193971250035815e-02
1.120000000000000023e-01 4.164074922790381161e-02
1.199999999999999956e-01 4.753865645716016247e-02
1.239999999999999991e-01 5.061384276409591765e-02
1.260000000000000009e-01 5.219978671661347491e-02
1.270000000000000018e-01 5.299943181059098979e-02
1.280000000000000027e-01 5.367638411192984099e-02
1.920000000000000040e-01 1.166119445570964752e-01
2.240000000000000047e-01 1.563762147107624345e-01
2.399999999999999911e-01 1.783065383119918357e-01
2.479999999999999982e-01 1.897154269896139112e-01
2.520000000000000018e-01 1.955019971966793224e-01
2.540000000000000036e-01 1.984588251897196898e-01
2.550000000000000044e-01 1.999388516746548883e-01
2.560000000000000053e-01 2.001748931933451658e-01
3.840000000000000080e-01 4.246211106099970212e-01
4.480000000000000093e-01 5.604931531606165418e-01
4.799999999999999822e-01 6.336254358979231949e-01
4.959999999999999964e-01 6.715593510006732103e-01
5.040000000000000036e-01 6.907289950562849334e-01
5.080000000000000071e-01 7.003255535397996390e-01
5.100000000000000089e-01 7.051934498375411753e-01
5.110000000000000098e-01 7.076295479528250665e-01
5.120000000000000107e-01 7.077758128639843882e-01
7.680000000000000160e-01 1.394821217176404726e+00
8.960000000000000187e-01 1.776789274971287691e+00
9.599999999999999645e-01 1.973645511012712461e+00
9.919999999999999929e-01 2.073695490490278459e+00
1.008000000000000007e+00 2.124413833623076009e+00
1.016000000000000014e+00 2.149802098123985594e+00
1.020000000000000018e+00 2.162456351925355236e+00
1.022000000000000020e+00 2.168835469080993228e+00
1.023000000000000131e+00 2.172017833550622168e+00
1.024000000000000021e+00 2.184142789176300781e+00
1.536000000000000032e+00 3.873906782162973350e+00
1.792000000000000037e+00 4.747603850744551934e+00
1.919999999999999929e+00 5.190690302226403929e+00
1.983999999999999986e+00 5.412340556447436946e+00
2.016000000000000014e+00 5.523767014249123974e+00
2.032000000000000028e+00 5.580100481728192285e+00
2.040000000000000036e+00 5.608298383114819430e+00
2.044000000000000039e+00 5.622313555245065153e+00
2.046000000000000263e+00 5.629362897674055510e+00
2.047000000000000153e+00 5.632838665977471848e+00
2.048000000000000043e+00 5.643597447516031984e+00
3.072000000000000064e+00 9.329188730405743257e+00
3.584000000000000075e+00 1.120531932645805995e+01
3.839999999999999858e+00 1.213902946461152155e+01
