# time MSD
1.000000000000000021e-03 3.384397611628725349e-05
2.000000000000000042e-03 9.433328413751124175e-05
3.000000000000000062e-03 1.833671824120093607e-04
4.000000000000000083e-03 2.994263810475842626e-04
6.000000000000000125e-03 6.118338628756814918e-04
7.000000000000000146e-03 8.111929495327963252e-04
8.000000000000000167e-03 1.031084678570815243e-03
1.200000000000000025e-02 2.204219837260416696e-03
1.400000000000000029e-02 2.951569905114150971e-03
1.499999999999999944e-02 3.370249885509071525e-03
1.600000000000000033e-02 3.815733408761783508e-03
2.400000000000000050e-02 8.330152478886189774e-03
2.800000000000000058e-02 1.124471937030857745e-02
2.999999999999999889e-02 1.285746320193432990e-02
3.099999999999999978e-02 1.371510126029731012e-02
3.200000000000000067e-02 1.453497953766529766e-02
4.800000000000000100e-02 3.221701346859331960e-02
5.600000000000000117e-02 4.363066610763954162e-02
5.999999999999999778e-02 4.999646716864821622e-02
6.199999999999999956e-02 5.332643887847925146e-02
6.300000000000000044e-02 5.505210801037651452e-02
6.400000000000000133e-02 5.677831005659946667e-02
9.600000000000000200e-02 1.262611092625240683e-01
1.120000000000000023e-01 1.712257819770384715e-01
1.199999999999999956e-01 1.961949538092126466e-01
1.239999999999999991e-01 2.093381731034237858e-01
1.260000000000000009e-01 2.160358717922620797e-01
1.270000000000000018e-01 2.194633254527618427e-01
1.280000000000000027e-01 2.223557098356871986e-01
1.920000000000000040e-01 4.944149422522212123e-01
2.240000000000000047e-01 6.689172666309548543e-01
2.399999999999999911e-01 7.658054611618875240e-01
2.479999999999999982e-01 8.165140795738714541e-01
2.520000000000000018e-01 8.425097235926067851e-01
2.540000000000000036e-01 8.555932680391000744e-01
2.550000000000000044e-01 8.622447538967110692e-01
2.560000000000000053e-01 8.633922607965253126e-01
3.840000000000000080e-01 1.896964204461101255e+00
4.480000000000000093e-01 2.549194136361261354e+00
4.799999999999999822e-01 2.906607775416692352e+00
4.959999999999999964e-01 3.093439725034667021e+00
5.040000000000000036e-01 3.188611385871456871e+00
5.080000000000000071e-01 3.236792494570445378e+00
5.100000000000000089e-01 3.260902396420343852e+00
5.110000000000000098e-01 3.273092705663901203e+00
5.120000000000000107e-01 3.243065752508189181e+00
7.680000000000000160e-01 6.897783227996574951e+00
8.960000000000000187e-01 9.125643170989189201e+00
9.599999999999999645e-01 1.032985078635591591e+01
9.919999999999999929e-01 1.095261362467020838e+01
1.008000000000000007e+00 1.127022391980137606e+01
1.016000000000000014e+00 1.143025263185367280e+01
1.020000000000000018e+00 1.151071856847895347e+01
1.022000000000000020e+00 1.155095268434441458e+01
1.023000000000000131e+00 1.157120052167249113e+01
1.024000000000000021e+00 1.147380034465452248e+01
1.536000000000000032e+00 2.327433145552592819e+01
1.792000000000000037e+00 3.040336569154770174e+01
1.919999999999999929e+00 3.427445577525615050e+01
1.983999999999999986e+00 3.628531769423820919e+01
2.016000000000000014e+00 3.730775387899543460e+01
2.032000000000000028e+00 3.782515379810100598e+01
2.040000000000000036e+00 3.808530847442457201e+01
2.044000000000000039e+00 3.821573984394906631e+01
2.046000000000000263e+00 3.828103960746351220e+01
2.047000000000000153e+00 3.831375580274179526e+01
2.048000000000000043e+00 3.801886719374136447e+01
3.072000000000000064e+00 7.698101834443447444e+01
3.584000000000000075e+00 1.012105252193305205e+02
3.839999999999999858e+00 1.145929624710260697e+02
3.967999999999999972e+00 1.215934388945023983e+02
4.032000000000000028e+00 1.251696138989589855e+02
4.064000000000000057e+00 1.269735562521605345e+02
4.080000000000000071e+00 1.278829684648866589e+02
4.088000000000000078e+00 1.283396985379712874e+02
4.092000000000000526e+00 1.285685611063620684e+02
4.094000000000000306e+00 1.286828078438472858e+02
4.094999999999999751e+00 1.287400998666918213e+02
4.096000000000000085e+00 1.289974940363415215e+02
6.144000000000000128e+00 2.688793625297445260e+02
7.168000000000000149e+00 3.575188051172484052e+02
7.679999999999999716e+00 4.066085225611080318e+02
7.935999999999999943e+00 4.325115194864116575e+02
8.064000000000000057e+00 4.457839609896440720e+02
8.128000000000000114e+00 4.524943772705872789e+02
8.160000000000000142e+00 4.558642153356976792e+02
8.176000000000000156e+00 4.575575831084047991e+02
8.184000000000001052e+00 4.584064056911966532e+02
8.188000000000000611e+00 4.588321049679386761e+02
8.189999999999999503e+00 4.590444725708669580e+02
8.191000000000000725e+00 4.591509592689949386e+02
8.192000000000000171e+00 4.572860782568498621e+02
1.228800000000000026e+01 9.851973150986985956e+02
1.433600000000000030e+01 1.322528552094482848e+03
1.446499999999999986e+01 1.346552863523891574e+03
1.446600000000000108e+01 1.346732022092537591e+03
1.446799999999999997e+01 1.347088419548114416e+03
1.447199999999999953e+01 1.347802763443300137e+03
1.448000000000000043e+01 1.349229297598594712e+03
1.449600000000000044e+01 1.352086444468599666e+03
1.452800000000000047e+01 1.357788495985195141e+03
1.459200000000000053e+01 1.369249720875691992e+03
1.472000000000000064e+01 1.392359537452283575e+03
1.497600000000000087e+01 1.439261563538097562e+03
1.535999999999999943e+01 1.509772969820674689e+03
1.548799999999999955e+01 1.535286098065948863e+03
1.587199999999999989e+01 1.608237425702827977e+03
1.612800000000000011e+01 1.659030455308163482e+03
1.625600000000000023e+01 1.684770942677446556e+03
1.632000000000000028e+01 1.697712142115020697e+03
1.635200000000000031e+01 1.704196523468501482e+03
1.636800000000000210e+01 1.707451137439496961e+03
1.637600000000000122e+01 1.709079923590536055e+03
1.637999999999999901e+01 1.709896644545426398e+03
1.638200000000000145e+01 1.710304154980134399e+03
1.638299999999999912e+01 1.710508916534537320e+03
1.638400000000000034e+01 1.708848017835630344e+03
1.651200000000000045e+01 1.736428997097564434e+03
1.855999999999999872e+01 2.175538106362240796e+03
2.265599999999999881e+01 3.205688984535739110e+03
2.457600000000000051e+01 3.747662922906509721e+03
2.867200000000000060e+01 5.067622510366363713e+03
3.071999999999999886e+01 5.800076080669072326e+03
3.084799999999999898e+01 5.851623932206247446e+03
3.174399999999999977e+01 6.184986432684055217e+03
3.225600000000000023e+01 6.382531863298161625e+03
3.251200000000000045e+01 6.483222727853757533e+03
3.264000000000000057e+01 6.533956029627013777e+03
3.270400000000000063e+01 6.559385152547689358e+03
3.273600000000000421e+01 6.572107107948521843e+03
3.275200000000000244e+01 6.578489299197201944e+03
3.275999999999999801e+01 6.581679938091815529e+03
3.276400000000000290e+01 6.583279438660585583e+03
3.276599999999999824e+01 6.584077479781550210e+03
3.276700000000000301e+01 6.584478476918879096e+03
3.276800000000000068e+01 6.592545657654228307e+03
4.723199999999999932e+01 1.351636329763249341e+04
4.723300000000000409e+01 1.353437751149023279e+04
4.723400000000000176e+01 1.353494418612684422e+04
4.723600000000000421e+01 1.353607159000368119e+04
4.724000000000000199e+01 1.353833079679712864e+04
4.724799999999999756e+01 1.354283854458449423e+04
4.726400000000000290e+01 1.355186371775448242e+04
4.729599999999999937e+01 1.356986297484335410e+04
4.735999999999999943e+01 1.360596320668804219e+04
4.748799999999999955e+01 1.367842910985685558e+04
4.774399999999999977e+01 1.382422711703554342e+04
4.825600000000000023e+01 1.411779404955244900e+04
4.915200000000000102e+01 1.463192161101597776e+04
4.928000000000000114e+01 1.471418537656222361e+04
5.132800000000000296e+01 1.594307340816299438e+04
5.542399999999999949e+01 1.855824267207282901e+04
5.734400000000000119e+01 1.983059054595956331e+04
6.143999999999999773e+01 2.273643195330819799e+04
6.348799999999999955e+01 2.425942099094106379e+04
6.361599999999999966e+01 2.436552246725073201e+04
6.361700000000000443e+01 2.436670942208908309e+04
6.361800000000000210e+01 2.436747008953945260e+04
6.362000000000000455e+01 2.436898361781492713e+04
6.362400000000000233e+01 2.437201556763163535e+04
6.363199999999999790e+01 2.437806601345957824e+04
6.364800000000000324e+01 2.439018167501530479e+04
6.367999999999999972e+01 2.441433943627516419e+04
6.374399999999999977e+01 2.446277537806021792e+04
6.387199999999999989e+01 2.455995433923705423e+04
6.412800000000000011e+01 2.475526939959748051e+04
6.451200000000000045e+01 2.503933285212116243e+04
6.464000000000000057e+01 2.514765734883275582e+04
6.502400000000000091e+01 2.543480009074671034e+04
6.528000000000000114e+01 2.563519173807289917e+04
6.540800000000000125e+01 2.573588598110296152e+04
6.547200000000000841e+01 2.578629456391617714e+04
6.550400000000000489e+01 2.581149543699131027e+04
6.551999999999999602e+01 2.582413352029183079e+04
6.552800000000000580e+01 2.583045340029392901e+04
6.553199999999999648e+01 2.583362055827706354e+04
6.553400000000000603e+01 2.583519989044369868e+04
6.553499999999999659e+01 2.583599447353686628e+04
6.566400000000000148e+01 2.594158859188716087e+04
6.771200000000000330e+01 2.756515189535327227e+04
7.180800000000000693e+01 3.097253454348836749e+04
7.180899999999999750e+01 3.095980619788392141e+04
7.181000000000000227e+01 3.096066378047659964e+04
7.181199999999999761e+01 3.096237007570100104e+04
7.181600000000000250e+01 3.096578785549331951e+04
7.182399999999999807e+01 3.097260940396907972e+04
7.184000000000000341e+01 3.098626778895445022e+04
7.187199999999999989e+01 3.101350225178253822e+04
7.193600000000000705e+01 3.106810167716083379e+04
7.206400000000000716e+01 3.117761977360779201e+04
7.232000000000000739e+01 3.139766409163920252e+04
7.283200000000000784e+01 3.183940455569412370e+04
7.385599999999999454e+01 3.273185987587974159e+04
7.590399999999999636e+01 3.455244454946022597e+04
7.590500000000000114e+01 3.456571110454563313e+04
7.590600000000000591e+01 3.456661744146123965e+04
7.590800000000000125e+01 3.456842090884801291e+04
7.591200000000000614e+01 3.457203291113238811e+04
7.592000000000000171e+01 3.457924314923376369e+04
7.593600000000000705e+01 3.459367873236942251e+04
7.596800000000000352e+01 3.462246254890779528e+04
7.603199999999999648e+01 3.468016392719859869e+04
7.615999999999999659e+01 3.479588594957767054e+04
7.641599999999999682e+01 3.502835198838821088e+04
7.692799999999999727e+01 3.549486374593059736e+04
7.795199999999999818e+01 3.643684174296619312e+04
7.795300000000000296e+01 3.643736827412063576e+04
7.795400000000000773e+01 3.643829900898663618e+04
7.795600000000000307e+01 3.644015080711691553e+04
7.796000000000000796e+01 3.644385970734297734e+04
7.796800000000000352e+01 3.645126258501339180e+04
7.798399999999999466e+01 3.646608344067356666e+04
7.801600000000000534e+01 3.649563553010265605e+04
7.807999999999999829e+01 3.655487646294169099e+04
7.820799999999999841e+01 3.667368339227144315e+04
7.846399999999999864e+01 3.691232903703518969e+04
7.897599999999999909e+01 3.739114753481755906e+04
7.897700000000000387e+01 3.739191276437542547e+04
7.897800000000000864e+01 3.739285570003384782e+04
7.898000000000000398e+01 3.739473167119598656e+04
7.898399999999999466e+01 3.739848909859173000e+04
7.899200000000000443e+01 3.740598878040424461e+04
7.900799999999999557e+01 3.742100352569639654e+04
7.904000000000000625e+01 3.745094209320531081e+04
7.910399999999999920e+01 3.751095679807833949e+04
7.923199999999999932e+01 3.763131444692586228e+04
7.948799999999999955e+01 3.787306034149915649e+04
7.948900000000000432e+01 3.787492551111144712e+04
7.948999999999999488e+01 3.787587454541232728e+04
7.949200000000000443e+01 3.787776263681738055e+04
7.949599999999999511e+01 3.788154436913177051e+04
7.950400000000000489e+01 3.788909247618723020e+04
7.951999999999999602e+01 3.790420438697242207e+04
7.955200000000000671e+01 3.793433668035704613e+04
7.961599999999999966e+01 3.799473968018110463e+04
7.974399999999999977e+01 3.811587541842881910e+04
7.974500000000000455e+01 3.811944042611757322e+04
7.974599999999999511e+01 3.812039251326546946e+04
7.974800000000000466e+01 3.812228667751268222e+04
7.975199999999999534e+01 3.812608059223942837e+04
7.976000000000000512e+01 3.813365294769980392e+04
7.977599999999999625e+01 3.814881362026436545e+04
7.980800000000000693e+01 3.817904315712006064e+04
7.987199999999999989e+01 3.823964109237398952e+04
7.987300000000000466e+01 3.824221165105094406e+04
7.987399999999999523e+01 3.824316525621542678e+04
7.987600000000000477e+01 3.824506246042969724e+04
7.987999999999999545e+01 3.824886246351383306e+04
7.988800000000000523e+01 3.825644695727331418e+04
7.990399999999999636e+01 3.827163202885706414e+04
7.993600000000000705e+01 3.830191020911814849e+04
7.993699999999999761e+01 3.830364846949598723e+04
7.993800000000000239e+01 3.830460283375514700e+04
7.993999999999999773e+01 3.830650155659324082e+04
7.994400000000000261e+01 3.831030460393854446e+04
7.995199999999999818e+01 3.831789516538056341e+04
7.996800000000000352e+01 3.833309243536263239e+04
