# time MSD
1.000000000000000021e-03 2.249002781876085130e-05
2.000000000000000042e-03 4.929007948825503931e-05
3.000000000000000062e-03 8.115441542151733811e-05
4.000000000000000083e-03 1.175781015838093488e-04
6.000000000000000125e-03 2.040854893906122178e-04
7.000000000000000146e-03 2.544386211103056086e-04
8.000000000000000167e-03 3.081852772966632158e-04
1.200000000000000025e-02 5.739955576974880127e-04
1.400000000000000029e-02 7.351666386370608658e-04
1.499999999999999944e-02 8.229763568349968833e-04
1.600000000000000033e-02 9.085726743538125516e-04
2.400000000000000050e-02 1.799036060342008901e-03
2.800000000000000058e-02 2.354356217537227538e-03
2.999999999999999889e-02 2.660419164727559089e-03
3.099999999999999978e-02 2.821301976495386304e-03
3.200000000000000067e-02 2.986386633354626285e-03
4.800000000000000100e-02 6.193873631098757368e-03
5.600000000000000117e-02 8.209536216149591198e-03
5.999999999999999778e-02 9.321852280487650730e-03
6.199999999999999956e-02 9.906511612339333542e-03
6.300000000000000044e-02 1.020666512866915537e-02
6.400000000000000133e-02 1.044452442155831447e-02
9.600000000000000200e-02 2.218894742427648253e-02
1.120000000000000023e-01 2.954595315450804505e-02
1.199999999999999956e-01 3.357619457994516499e-02
1.239999999999999991e-01 3.567912778579939576e-02
1.260000000000000009e-01 3.675754021315977282e-02
1.270000000000000018e-01 3.730566901941904240e-02
1.280000000000000027e-01 3.771693601989824229e-02
1.920000000000000040e-01 7.918840312244695978e-02
2.240000000000000047e-01 1.044658175895255420e-01
2.399999999999999911e-01 1.180627520514779261e-01
2.479999999999999982e-01 1.250883713063327130e-01
2.520000000000000018e-01 1.286599620767965024e-01
2.540000000000000036e-01 1.304664550822684510e-01
2.550000000000000044e-01 1.313819823476278792e-01
2.560000000000000053e-01 1.316714099039524022e-01
3.840000000000000080e-01 2.626989014252515964e-01
4.480000000000000093e-01 3.380166282606265615e-01
4.799999999999999822e-01 3.779627728916676865e-01
4.959999999999999964e-01 3.984537177052190349e-01
5.040000000000000036e-01 4.088304851950885221e-01
5.080000000000000071e-01 4.140474576685508890e-01
5.100000000000000089e-01 4.166804523873655630e-01
5.110000000000000098e-01 4.180191270754406441e-01
5.120000000000000107e-01 4.175241459643780351e-01
7.680000000000000160e-01 8.003848823472216045e-01
8.960000000000000187e-01 1.033083092896877275e+00
9.599999999999999645e-01 1.160192862313058626e+00
9.919999999999999929e-01 1.226774974248375782e+00
1.008000000000000007e+00 1.260693033557958476e+00
1.016000000000000014e+00 1.277817997155624496e+00
1.020000000000000018e+00 1.286424455496324448e+00
