# Ps Pf tauTTD tauBTD
1.00 8.0 0.13731653204754937 5.0021592130461325
1.25 0.5 0.5660001747145282 0.8640428603475451
1.25 1.0 0.39025956904184106 0.9411466143166591
1.25 1.5 0.2969233367034461 1.0739560497618106
1.25 2.0 0.2436272777968526 1.1926355597542446
1.25 2.5 0.22164662332385904 1.2982741910635578
1.25 3.0 0.19738983885032432 1.5820377145199336
1.25 3.5 0.19842202099244607 1.685877395981616
1.25 4.0 0.17859739801901783 1.9065523279130188
1.25 4.5 0.17060420340479704 2.1359754206032666
1.25 5.0 0.16040909627278568 2.360777573776217
1.25 5.5 0.14858042476502817 2.493520884999291
1.25 6.0 0.14587607797250154 2.6205404033854287
1.25 6.5 0.13882237880683723 3.215102881682717
1.25 7.0 0.13118544536807888 3.066646605610096
1.25 7.5 0.1382232933805724 3.7607305041758767
1.25 8.0 0.1261176095296663 3.4507834359504517
1.50 0.5 0.6788335593429581 0.773349020129982
1.50 1.0 0.42128071183492904 0.8019698357919165
1.50 1.5 0.3233060087890866 0.9006577170051326
1.50 2.0 0.26383078714906566 0.9541496989151382
1.50 2.5 0.23895458875862655 1.081395912452713
1.50 3.0 0.2088184494765246 1.2190105206020354
1.50 3.5 0.19414741672043964 1.2684342913809172
1.50 4.0 0.1891888223850568 1.389355585831583
1.50 4.5 0.17569071500391886 1.6403143007090497
1.50 5.0 0.16323688744098122 1.6479253820433317
1.50 5.5 0.16046693264411352 1.8095769299707012
1.50 6.0 0.153257361975918 2.010982487489047
1.50 6.5 0.1539288931180144 2.14964875573789
1.50 7.0 0.14862167440512689 2.262961735021373
1.50 7.5 0.14091938650563884 2.5311112798511406
1.50 8.0 0.1347185629481347 2.8738679369665103
1.75 0.5 0.7303507011404203 0.6488581992229806
1.75 1.0 0.48371275526022667 0.6840984192928328
1.75 1.5 0.340908077168824 0.7515852605937249
1.75 2.0 0.30321050345379075 0.8076392671198391
1.75 2.5 0.2568631425454823 0.883729520196921
1.75 3.0 0.2278813008981096 0.9467523284330455
1.75 3.5 0.22256578426123164 1.0245308829295856
1.75 4.0 0.19443569141919712 1.1529458974162148
1.75 4.5 0.1885070797032562 1.2177356085346742
1.75 5.0 0.17371756875866154 1.3261256213112607
1.75 5.5 0.16290641905709893 1.429670221408975
1.75 6.0 0.16418986557116905 1.6036569461738157
1.75 6.5 0.1602427897774066 1.7558250241259217
1.75 7.0 0.16317902533334105 1.850205208897801
1.75 7.5 0.14887777000153463 1.8810093607329843
1.75 8.0 0.145127325228337 2.1628577153760573
