lp_w,Pf_Ps,alpha,trap_frac,mean_vx
3.0,0.875,2.0370209032187554,0.3369,-8.954352331241635
3.0,1.0,2.0450718466445994,0.32278,-6.4972282107597135
3.0,1.125,2.0310842877766904,0.30558,-3.492910261341398
3.0,1.25,1.7344941338952033,0.29204,-1.4035048963030148
3.0,1.375,1.3043926665603243,0.28148,0.9838668156108523
3.0,1.5,1.8271947686634686,0.27,3.863638379712474
3.0,1.625,1.8858914286506745,0.25964,6.6306660011701135
3.0,1.75,1.9340974801740813,0.24632,9.319942125383452
3.0,1.875,1.9568002516158356,0.23776,11.954397967496037
3.0,2.0,1.969769435052017,0.22778,14.443323618556247
3.25,0.125,1.9331309675217094,0.43044,-11.481875554077273
3.25,0.25,2.027229590746086,0.43488,-16.609404669885343
3.25,0.375,2.040947724758801,0.41984,-16.89581280414475
3.25,0.5,2.050172055912351,0.40036,-15.992412804126106
3.25,0.625,2.0392970537373296,0.3789,-14.136685835407635
3.25,0.75,2.0356284260043953,0.36252,-12.231240474757355
3.25,0.875,2.0301393212354846,0.34698,-9.815374582276466
3.25,1.0,2.0373422607806937,0.32826,-7.196927977996289
3.25,1.125,2.051116366710943,0.31272,-4.621422504223256
3.25,1.25,1.8950193317337947,0.30236,-1.8732049161327842
3.25,1.375,1.0396350972437356,0.29356,0.5133062771181219
3.25,1.5,1.7805626001602672,0.27476,3.345470164221139
3.25,1.625,1.8976929295316418,0.26392,6.360417052387665
3.25,1.75,1.9539405155172438,0.2526,9.463964833461956
3.25,1.875,1.9658565451953536,0.2428,12.577867806145845
3.25,2.0,1.9635587750402714,0.23426,15.137620444870668
3.5,0.125,1.9552380770177094,0.44512,-13.558669549660143
3.5,0.25,2.0353545948486893,0.4482,-18.73901304324373
3.5,0.375,2.0361081405265686,0.43028,-19.002912234777845
3.5,0.5,2.0374050608943604,0.40828,-17.664731482951964
3.5,0.625,2.038621338908496,0.39176,-15.60784196130505
3.5,0.75,2.034059035146849,0.36786,-13.511075063183748
3.5,0.875,2.044251786691584,0.3534,-10.78632965152799
3.5,1.0,2.0527685477126507,0.33502,-7.876716508802148
3.5,1.125,2.037607614209563,0.32284,-5.647129385405381
3.5,1.25,1.9374659433781016,0.30598,-2.357862068534927
3.5,1.375,0.9516364101211058,0.29382,0.48275605278387923
3.5,1.5,1.7777387838831376,0.28146,3.5992041261985794
3.5,1.625,1.8811841845617554,0.26896,6.619329840932428
3.5,1.75,1.9309964547363454,0.26174,9.559599757896553
3.5,1.875,1.9640588706953244,0.24562,12.907251789028658
3.5,2.0,1.9610325929880623,0.23696,15.723277061008886
3.75,0.125,1.9718666488757524,0.45396,-15.52133470746902
3.75,0.25,2.0340874190325335,0.45944,-21.329440103131443
3.75,0.375,2.0335509474227234,0.44122,-21.281463072874214
3.75,0.5,2.0305629432192562,0.41696,-19.27524652941664
3.75,0.625,2.0363641795432623,0.3953,-17.054573289891398
3.75,0.75,2.0433638713229056,0.38028,-14.569763296169747
3.75,0.875,2.0255811454457624,0.35644,-12.04069862027528
3.75,1.0,2.040810452014479,0.3416,-8.877194292789689
3.75,1.125,2.046113163278489,0.33044,-6.01929384464096
3.75,1.25,2.0319865012853433,0.31426,-2.975990011367072
3.75,1.375,0.908707170244181,0.29842,0.28954395674135963
3.75,1.5,1.737093200914672,0.28594,3.4511384026321297
3.75,1.625,1.895095449155834,0.27342,6.694863051879325
3.75,1.75,1.937740115400669,0.26514,9.521710027044566
3.75,1.875,1.9614770621646156,0.25388,13.294489559089756
3.75,2.0,1.9652039756577593,0.24042,16.72471713644266
4.0,0.125,1.9965321612955942,0.46898,-17.204709551420855
4.0,0.25,2.036973174502823,0.47438,-23.32822573239843
4.0,0.375,2.041174300840193,0.453,-23.389118372563743
4.0,0.5,2.0374550144346606,0.42584,-21.177282804835166
4.0,0.625,2.0309360970919217,0.4063,-18.90974825770528
4.0,0.75,2.031229108146407,0.38544,-16.290754420294686
4.0,0.875,2.038201786672714,0.36728,-12.974070401905141
4.0,1.0,2.0326652699896743,0.35384,-10.0460736727801
4.0,1.125,2.0226993421451858,0.33504,-6.779562521391911
4.0,1.25,2.000746239790487,0.3212,-3.8514738945645
4.0,1.375,1.1195718370025132,0.311,-0.3923290493682717
4.0,1.5,1.6812766734390114,0.2943,2.869068062570654
4.0,1.625,1.8897015936609536,0.27852,6.777687918040093
4.0,1.75,1.9357610271252061,0.26748,10.068972806960936
4.0,1.875,1.9557690484327797,0.25492,13.699352701961349
4.0,2.0,1.9677704972562893,0.24456,17.110709281318883
