lp_w,Pf_Ps,alpha,trap_frac,mean_vx
0.25,0.125,0.9418551538197487,0.05008888888888889,0.4088222897832107
0.25,0.25,1.049984845792653,0.048911111111111114,-0.46697954472696995
0.25,0.375,1.1116744392010545,0.052222222222222225,-0.07390386816423752
0.25,0.5,1.2023340491530985,0.04855555555555555,0.07844724216907234
0.25,0.625,1.2063199220752008,0.05162222222222222,-0.05555812633420915
0.25,0.75,1.2147330669029577,0.051,0.22653969220811612
0.25,0.875,1.1983162976367345,0.050444444444444445,-0.01240178920977004
0.25,1.0,1.2839189499589017,0.0502,0.29335469694208544
0.25,1.125,1.3720163858376837,0.05008888888888889,0.27357923374424564
0.25,1.25,1.4728508403547815,0.050333333333333334,0.018535194595383296
0.25,1.375,1.4525405214401266,0.04926666666666667,-0.11019627420988799
0.25,1.5,1.5893516308768745,0.050355555555555556,0.11978255671483383
0.25,1.625,1.6026909496077733,0.04953333333333333,0.4200026743080395
0.25,1.75,1.656626974793514,0.04995555555555556,0.3898543176034897
0.25,1.875,1.583994214071176,0.05117777777777778,0.4424803135085895
0.25,2.0,1.6600101900315396,0.050866666666666664,0.13662582926447395
0.5,0.125,1.043305505677322,0.05062222222222222,0.2618185963510249
0.5,0.25,1.1450475118980372,0.05193333333333333,0.25214230526853365
0.5,0.375,1.197251734009447,0.04975555555555555,0.6371805428391997
0.5,0.5,1.250236336639057,0.04997777777777778,0.0402058695736282
0.5,0.625,1.3738464946197084,0.051111111111111114,0.05715545512557226
0.5,0.75,1.5128696612168169,0.050133333333333335,0.24388095010760666
0.5,0.875,1.60386988597478,0.05026666666666667,0.05249761672038227
0.5,1.0,1.558797083200418,0.0514,0.3417462712785594
0.5,1.125,1.6862536576907377,0.051222222222222225,0.6067871203182924
0.5,1.25,1.7235613043279097,0.04877777777777778,0.5581138172682176
0.5,1.375,1.7733479402176435,0.04988888888888889,0.2952501359493249
0.5,1.5,1.8001074444007277,0.05137777777777778,0.019830329679115494
0.5,1.625,1.8168827474133749,0.05006666666666667,0.595613506967395
0.5,1.75,1.80003807025506,0.049444444444444444,0.5674450700147703
0.5,1.875,1.8748366681673747,0.04855555555555555,0.6491651220956813
0.5,2.0,1.8718807919362364,0.050355555555555556,0.5145459086770939
0.75,0.125,1.0101609676592629,0.04975555555555555,0.14022588383918244
0.75,0.25,1.160809039575421,0.05082222222222222,0.1424728083299364
0.75,0.375,1.2855579715829748,0.05277777777777778,0.44174955288916673
0.75,0.5,1.430360487288631,0.049933333333333337,0.2585355825496993
0.75,0.625,1.4647968250540488,0.05,0.6052318817228673
0.75,0.75,1.5871031605434942,0.05015555555555556,0.48174737474769314
