lp_w,Pf_Ps,alpha,trap_frac,mean_vx
0.25,0.125,1.184634355423543,0.11168,0.19547246237578825
0.25,0.25,1.4214668072269439,0.11168,0.4370563602373669
0.25,0.375,1.6263690319142172,0.11208,0.9355062584957375
0.25,0.5,1.690317784170499,0.10862,0.9130892995122878
0.25,0.625,1.768808579857296,0.11156,1.012367513349652
0.25,0.75,1.8375432797972695,0.11046,0.9555890278071194
0.25,0.875,1.8583502539482217,0.10542,1.4923814074294168
0.25,1.0,1.9145218393067502,0.10698,1.6043766021789871
0.25,1.125,1.909564846014765,0.107,1.877067971046489
0.25,1.25,1.9471905306260373,0.10756,1.7384207909689935
0.25,1.375,1.93438213891797,0.1006,2.225872935767219
0.25,1.5,1.9323954671160553,0.1029,2.7021485873157256
0.25,1.625,1.958897881549239,0.09874,2.6421599426296964
0.25,1.75,1.9711147920567762,0.09876,3.021171272929117
0.25,1.875,1.9725568474654485,0.09912,3.211178307282106
0.25,2.0,1.9650570516676567,0.09402,3.5805913403699066
0.5,0.125,1.1914078811658064,0.1936,0.05444406368427201
0.5,0.25,1.2872965289844498,0.19032,0.41311011484050447
0.5,0.375,1.4797162882538937,0.18852,0.8453316849527217
0.5,0.5,1.5978042893672206,0.18394,0.8050686175305188
0.5,0.625,1.7127850491407461,0.17958,1.150689856866855
0.5,0.75,1.7632735778311412,0.1779,1.4327967937011368
0.5,0.875,1.8073775325798023,0.16964,2.71438435412415
0.5,1.0,1.8791551162175764,0.16584,2.5047445613310138
0.5,1.125,1.9244915186040559,0.16188,2.453681933582752
0.5,1.25,1.8991813774823392,0.15568,3.4643699872256835
0.5,1.375,1.917755123266405,0.15008,3.406635668211026
0.5,1.5,1.9454564636157694,0.14366,4.351190933304399
0.5,1.625,1.9636058417621116,0.14104,4.222477126851562
0.5,1.75,1.954552556967889,0.1354,4.704701004650173
0.5,1.875,1.9622946622050674,0.13296,5.227103338236413
0.5,2.0,1.9636735842015347,0.12572,5.7648631858425645
0.75,0.125,1.0605859071064312,0.2448,0.366004750098194
0.75,0.25,1.0591684149192222,0.23986,0.5274272477117928
0.75,0.375,1.1960556055761848,0.23706,0.7029204715962225
0.75,0.5,1.2810262239483026,0.23038,1.2141033926373448
0.75,0.625,1.5648399213577866,0.22382,1.1561236622712003
0.75,0.75,1.6699729673944583,0.21334,1.574622555521692
0.75,0.875,1.7559514841288268,0.20714,1.5749380411742078
0.75,1.0,1.821343354317874,0.19554,2.6138693190476716
0.75,1.125,1.8859799765429321,0.18732,2.7081843474920944
0.75,1.25,1.9104272266615872,0.1789,3.6057174338101885
0.75,1.375,1.94917349209182,0.16824,4.058033290681504
0.75,1.5,1.958410925039228,0.15732,5.440377046802728
0.75,1.625,1.952230525424605,0.15208,5.781651010179702
0.75,1.75,1.9567422574219946,0.14436,6.349207222446842
0.75,1.875,1.9679665150868084,0.13978,6.844081097045026
0.75,2.0,1.9757280517431914,0.1301,8.059524763215684
1.0,0.125,1.058356789973144,0.28226,0.18235756619819535
1.0,0.25,1.0524129520436056,0.28154,-0.45339427884947114
1.0,0.375,0.9717447485485018,0.27142,-0.12456667578233137
1.0,0.5,1.0350143408051982,0.2572,0.10703258274481903
1.0,0.625,1.1514160862872203,0.24636,0.6474669419698538
