# G = 0.0
# D = 0.01
Ps,Pf,alpha,beta,D_eff,mean_vx
3.0,5.5,1.7423577537431705,1.0034273458030292,5.152671126158527,0.3479342835275619
3.0,6.0,1.8303491297908883,1.0843020689748006,3.565029197593331,0.3929278310491584
3.0,6.5,1.8134089032564482,1.0380140878359139,4.696771445966654,0.41506357395736604
3.0,7.0,1.8434808575204469,1.0154667384679388,5.22650625827296,0.4330701759208784
3.0,7.5,1.8251688161526705,1.0284149250826002,5.142869415116466,0.4705994503520033
3.0,8.0,1.8567340379600563,1.0412794311100415,5.3217244167878395,0.5156680467037167
3.25,0.5,1.0498150766921417,1.0184177305284268,4.826599493806739,0.02319687536017736
3.25,1.0,1.1157929115535552,0.9830514936506951,5.438121697980234,0.057556837848377174
3.25,1.5,1.232646740033134,0.9843677356101539,5.502399717946882,0.08846139234391076
3.25,2.0,1.3106277261187387,0.9847067124642688,5.480661987613155,0.10237866880792813
3.25,2.5,1.4424465352689586,1.0229513390771428,4.987431105758608,0.14172086755525276
3.25,3.0,1.5074511256523278,1.0645194251268257,4.155444176440812,0.1656986606506055
3.25,3.5,1.5852377223728598,1.040862326521307,4.552562708339298,0.19029038665642878
3.25,4.0,1.6144097895454563,0.9932707509101151,5.625421534432951,0.23056304980994982
3.25,4.5,1.6926710336251216,1.0222592445922118,5.202718518407807,0.2595508457547086
3.25,5.0,1.7009730419239555,0.9943020435786104,6.064763590768485,0.2811457416364513
3.25,5.5,1.7327412166499356,1.0716932067852716,4.353061475550583,0.3137079410093971
3.25,6.0,1.7695319072618627,1.0176581869891306,5.725160014785222,0.34150967697701745
3.25,6.5,1.7979432965736386,1.0457094428348157,5.167604709570824,0.3680399336945296
3.25,7.0,1.796564960796169,0.9945084810233591,6.451032757507168,0.39674335814213557
3.25,7.5,1.8037089056005067,1.0012326066265558,6.255191169799797,0.4278840100674831
3.25,8.0,1.81605195957225,1.031777621346928,5.827335538203188,0.46356406756127
3.5,0.5,1.0563974034235726,1.0214857501719892,5.1793032778759525,0.0232587298220751
3.5,1.0,1.1510514115310722,1.0702644773018417,4.663463947036933,0.039909696240318523
3.5,1.5,1.2532713197475887,1.0641896888427744,5.0571581771224885,0.08341717332247996
3.5,2.0,1.3216081811772737,1.0338660950056113,5.636711080819654,0.11039453065381588
3.5,2.5,1.422266405789893,1.0246620260345454,5.576508608590173,0.13252325163158277
3.5,3.0,1.4801513320581603,1.0151173923159045,5.780391474356997,0.16603934823524205
3.5,3.5,1.5142274521927341,1.0127713545533255,6.242448226439061,0.17521523951219004
3.5,4.0,1.577426142341659,0.956596209688802,6.990242082869719,0.2031069937716421
3.5,4.5,1.6220166719820766,1.1051650466049456,4.758921916602712,0.23030815930624898
3.5,5.0,1.7048133121437632,1.0682323729802385,5.103834979360186,0.2584985457933244
3.5,5.5,1.6954706672794606,0.9718692763537995,7.3012681822749,0.27380878735100206
3.5,6.0,1.747941330151289,1.0304279072031803,6.038296123751737,0.30757883127248437
