lp_w,Pf_Ps,alpha,trap_frac,mean_vx
0.25,0.125,1.0676491525899172,0.0506,0.08547695277911932
0.25,0.25,0.9493816341197391,0.0498,-0.11398022719204536
0.25,0.375,1.082740401776415,0.0506,-0.08941840582428848
0.25,0.5,1.1148280304906075,0.04917777777777778,-0.24177332796183731
0.25,0.625,1.1363787349587293,0.049911111111111114,-0.18844194520982074
0.25,0.75,1.2674467488415335,0.0512,0.10763590438856768
0.25,0.875,1.364991962852221,0.04888888888888889,0.28075298066459303
0.25,1.0,1.3459598734965077,0.0516,0.5304205814510271
0.25,1.125,1.4092312903290447,0.05026666666666667,-0.01941973179697048
0.25,1.25,1.4518686043692712,0.04926666666666667,0.27359275549791545
0.25,1.375,1.4785440052453906,0.051222222222222225,-0.026493329773871765
0.25,1.5,1.5215148533346874,0.050666666666666665,0.40134514018266243
0.25,1.625,1.5291529325003668,0.05,0.2805154383568389
0.25,1.75,1.5730106113084614,0.05011111111111111,0.3711814485972707
0.25,1.875,1.6195730591045445,0.04962222222222222,0.0778899806405218
0.25,2.0,1.640253122046686,0.04871111111111111,0.2773741626553898
0.5,0.125,1.0068117723001875,0.04982222222222222,-0.21534980364374487
0.5,0.25,1.0792797543756414,0.04964444444444444,0.024890351193334714
0.5,0.375,1.2501858768728842,0.05073333333333333,-0.028730793608482085
0.5,0.5,1.2928363042150504,0.05091111111111111,0.14503142206001055
0.5,0.625,1.3933425264653092,0.0494,0.36586027363847984
0.5,0.75,1.4625132604417654,0.04995555555555556,0.47662174156206333
0.5,0.875,1.4907031997113824,0.050244444444444446,0.4907886560481111
0.5,1.0,1.5864899451082748,0.049244444444444445,0.6130064424162764
0.5,1.125,1.6871271932117164,0.04986666666666666,0.3761079103547796
0.5,1.25,1.71395299125678,0.04871111111111111,0.5729944102528012
0.5,1.375,1.7360499032806127,0.050222222222222224,0.5990901993430691
0.5,1.5,1.7729071704972819,0.049577777777777776,0.18493804704341618
0.5,1.625,1.7851018024868412,0.051222222222222225,0.4926278393981889
0.5,1.75,1.8267891009827497,0.04877777777777778,0.4604783729396146
0.5,1.875,1.8302537945358102,0.050777777777777776,0.5785259528593556
0.5,2.0,1.8639602357823377,0.04897777777777778,0.5463946051512537
0.75,0.125,1.031409911142422,0.051644444444444444,0.18093438246021076
0.75,0.25,1.1618055108245828,0.051666666666666666,0.009746485647967752
0.75,0.375,1.2257057063871182,0.050444444444444445,-0.024598481980023564
0.75,0.5,1.4227500781726703,0.05057777777777778,0.3786550096397054
0.75,0.625,1.4316612180015709,0.0516,0.005137274788381264
0.75,0.75,1.6137942047607132,0.051133333333333336,0.37067184973016243
0.75,0.875,1.6898097626981425,0.05162222222222222,0.2185291610667775
0.75,1.0,1.717811835858752,0.052422222222222224,0.5861940685218342
