# G = 1.0
# D = 0.01
Ps,Pf,alpha,beta,D_eff,mean_vx
1.0,2.0,1.9289680560928675,0.9607241919460321,0.47338807083063816,0.6481117579462541
1.0,2.5,1.9576822318260694,1.027324194746384,0.4402148655346557,1.040853093129321
1.0,3.0,1.9719641862811932,0.9611990643005571,0.6927454221890061,1.4070798635683843
1.0,3.5,1.9869507316211343,1.0082252348818856,0.6711199004736329,1.7932800504799034
1.0,4.0,1.9922942656952463,1.0210491973649716,0.7721403813175574,2.1149862325132496
1.0,4.5,1.9781671882719885,1.0554379865677872,0.8136847353059004,2.4992538285661396
1.0,5.0,1.9794591810771163,0.9592945237232661,1.3643789470007557,2.861037389411405
1.0,5.5,1.981868476530912,1.0636325648830638,1.1474161670011096,3.2182935584959322
1.0,6.0,1.984941301000255,1.052834151538733,1.4203698202304962,3.5509762813964505
1.0,6.5,1.9802464787493492,1.0425277159863058,1.7162403548010858,3.925265095790912
1.0,7.0,1.9756468180238063,1.0607353484987128,2.092355531622424,4.199935566478763
1.0,7.5,1.9785470242057621,1.0230994124600237,2.7874622478245445,4.533904399335363
1.0,8.0,1.9688454593570806,1.0600120597389027,2.8427956839500212,4.878367115345804
1.25,0.5,1.931152577592569,0.9652163965331015,0.4654966603966453,-0.30262961455976284
1.25,1.0,1.8772827202117284,1.0118906655643334,0.32045494045930223,-0.2097568905369649
1.25,1.5,0.9754563124959675,0.9749932374599308,0.41303569048144484,0.026481196559606512
1.25,2.0,1.7742829583777184,1.0585768059521599,0.3736026726464691,0.26898579105172005
1.25,2.5,1.9264294654909795,0.9521114904149979,0.6408220504946303,0.5729215580820146
1.25,3.0,1.9521504644150272,0.9734646646220845,0.6968283275221704,0.8887618648134517
1.25,3.5,1.9667874310212576,0.9440912818809826,0.8448225371854391,1.1828175609739824
1.25,4.0,1.9711277049936582,1.0327277843268885,0.750713811976414,1.4959472106322536
1.25,4.5,1.9852737676354357,0.9731821360297322,1.1133034016730794,1.8018211506338289
1.25,5.0,1.9880784495846053,0.9590505085262762,1.2840209949043788,2.1195549732123258
1.25,5.5,1.985609255039548,0.9646545416199156,1.3673542613625376,2.396271330320576
1.25,6.0,1.9832338247800998,1.0183170847273444,1.3030981142906377,2.688215365047278
1.25,6.5,1.9834872635362186,1.013133736394483,1.5473956230529906,2.970225757104483
1.25,7.0,1.993042161372985,1.0432795455222688,1.6929991401530158,3.2706107499560084
1.25,7.5,1.9815556148830227,1.028244145529897,1.9506027954284415,3.5163584718331484
1.25,8.0,1.9791266317358704,1.0223636394362627,2.344133457873925,3.805174719394396
1.5,0.5,1.9769155059107528,0.9659938697136262,0.5301852329486457,-0.3624319019983817
1.5,1.0,2.00246727164898,0.9615738686844275,0.360379855693146,-0.34030707916018393
1.5,1.5,1.8326644248844457,0.9759718958991638,0.4323031876730346,-0.17746993652113666
1.5,2.0,1.1145581644570108,1.0108695170400483,0.44437128371806334,0.03548281193984091
1.5,2.5,1.7916800864166194,0.9275931433513231,0.788876929589054,0.28917166312843995
1.5,3.0,1.9221933181270014,0.9601534220951403,0.7834311274375494,0.5165305490030158
1.5,3.5,1.9684281073047774,1.0139529574916446,0.7469195187123181,0.7835318422793095
1.5,4.0,1.9706151677715082,1.0315160327968713,0.8057782156616172,1.0232753400381582
1.5,4.5,1.9857128636937298,1.0193440865446188,0.8923583085674911,1.3115351186877786
1.5,5.0,1.979845593995809,0.9944641083945314,1.1327907241013242,1.585048872937958
1.5,5.5,1.9875912632440136,1.0658029850909636,0.9265114515833281,1.8198851394130255
1.5,6.0,1.986275444981109,1.0076030517074974,1.258709035476749,2.0974430368169292
1.5,6.5,1.9885018982076212,1.0208190015658305,1.4481649694815852,2.3375328412675693
1.5,7.0,1.983522607214744,1.0099869377308806,1.6648515017461387,2.5911652875191202
1.5,7.5,1.9874992414209076,0.9948240802051845,1.8897169088270198,2.8111212074975516
1.5,8.0,1.9829947837611477,1.0422512550835012,1.9050811292339531,3.012468661825976
1.75,0.5,1.9935262040822874,0.9573035903947241,0.8691609437988785,-0.4260331238930362
1.75,1.0,2.0082230910173924,0.9934437390613516,0.34598066533227767,-0.43263330440478426
1.75,1.5,1.991561989282522,1.0104668517284887,0.3422852211297244,-0.31701949495545634
1.75,2.0,1.7715089453948427,1.0008295384128632,0.46187306947829465,-0.14163339564015076
1.75,2.5,1.2296928611063456,1.010804154444072,0.5268006291490954,0.038244429004992496
1.75,3.0,1.8318699546748909,1.0496190729180581,0.5928851328464136,0.2647036931007138
1.75,3.5,1.9148345530206194,1.0914422816057308,0.5928649568527739,0.4657661368130238
1.75,4.0,1.9705536084942614,1.0544674868664217,0.7666692981277224,0.7020265821092735
1.75,4.5,1.9688467115447796,1.0099805046448502,0.9823334873873474,0.9417320810404043
1.75,5.0,1.9786433831116685,0.9720296091170172,1.281471536319822,1.1700854625154806
1.75,5.5,1.9713615794176793,1.02601634580544,1.1651517856785594,1.3821886656344975
1.75,6.0,1.9850783114403208,0.9861434455325931,1.447317007675683,1.6010018050339505
1.75,6.5,1.9900009530425968,0.9901263069121871,1.5922890304711987,1.8592354569609701
1.75,7.0,1.9860327874113073,0.9653063197780514,1.7850096573721894,2.0515223184863074
1.75,7.5,1.990083337702855,1.0056821507418816,1.647722609475443,2.286450420843756
1.75,8.0,1.994841925123998,0.9917860064581906,1.9935899950313802,2.509889222838161
2.0,0.5,2.0201309019376206,0.9603121726115827,0.9186070759136895,-0.4483034356638473
2.0,1.0,2.023242566976847,0.8933646092712916,0.5402712202803314,-0.48253419009792037
2.0,1.5,2.0101028714572293,0.9081524711334976,0.46771058412418876,-0.39531836558072236
2.0,2.0,1.9889122113023325,1.0390659382826086,0.34941111914170825,-0.26508412054307584
2.0,2.5,1.691369763447,1.0400819935001513,0.4586532213324954,-0.12206172583478116
2.0,3.0,1.2525931858475239,1.0082695472221128,0.6267626955387706,0.062772936948775
2.0,3.5,1.833868332402554,1.0053838153212262,0.7640338039654432,0.23508489164139024
2.0,4.0,1.9174565782215671,1.0094348467085557,0.8523814612552087,0.4342574231529283
2.0,4.5,1.947450331543252,1.032805245750072,0.9451079639127423,0.6448831360729431
2.0,5.0,1.9670616185942935,1.0352831672935274,1.0756898298199629,0.8396433457775313
2.0,5.5,1.9791844357475368,0.9966374075004978,1.3479688583409999,1.0261457736585677
2.0,6.0,1.9970332902908527,1.035184051242177,1.2586050588716244,1.2405042551413359
2.0,6.5,1.980415473736741,0.9667235272107768,1.6294173167096402,1.4415867419296136
2.0,7.0,1.9908837667385626,1.0158252797300624,1.579691280304316,1.63640446306098
2.0,7.5,1.9811870240619824,1.0197588539671725,1.524057688371579,1.8470111600418608
2.0,8.0,1.9847321074504773,1.025810965691479,1.8075415486924078,2.043674043501301
2.25,0.5,2.004856027432926,1.0006702152463236,0.9379009249401264,-0.4769409614044007
2.25,1.0,2.0272749743080376,0.9565976700879968,0.40296423619749827,-0.5488911788209665
2.25,1.5,2.027252836156192,0.9158305953926823,0.4576644851721247,-0.4685709337595408
2.25,2.0,2.0061908052049167,0.9587638474880069,0.46720705750047387,-0.36763695089549503
2.25,2.5,1.9796641959529497,1.0147717859781917,0.4674327867799022,-0.2457951652569836
2.25,3.0,1.6648476850453957,1.0259691349886666,0.5267118531529118,-0.10712158475004253
2.25,3.5,1.2695698133791573,0.9809221930909177,0.7700142425695943,0.05689022633764835
2.25,4.0,1.7661834971092323,0.9212641181213757,1.1653841330135712,0.2028466462120499
2.25,4.5,1.916677567652545,0.9897717661614326,1.1231532481601914,0.38506424032541486
2.25,5.0,1.9354126542934655,0.9795560033543833,1.238919997735902,0.5862903919160384
2.25,5.5,1.9599954997160403,0.9932763197849506,1.4195017162670593,0.7685693882559435
2.25,6.0,1.9645933089204655,0.9213368739963608,1.9320730043015628,0.9417216720790805
2.25,6.5,1.9824814272303344,0.9856491599332046,1.7194908061913543,1.1124263199315438
2.25,7.0,1.9854417594771956,0.9690755161154998,1.9572243010179111,1.3035048688825237
2.25,7.5,1.9869719125407024,0.9955051128014096,1.9050527480486459,1.495550376091279
2.25,8.0,1.9883222121584507,1.005101603873068,1.803540368630924,1.677443187350799
2.5,0.5,2.0133534162338047,0.970979073449316,1.2509716292021715,-0.490876535430896
2.5,1.0,2.0348180480605746,0.906279536795708,0.5297029266681108,-0.5673174897109545
2.5,1.5,2.032031210485037,0.9122084611265783,0.44228211696397596,-0.5344307805319003
2.5,2.0,2.01903894104223,0.9114584846270186,0.49069865340570956,-0.44331644404534093
2.5,2.5,2.0204526224078116,0.9539335884996853,0.5032651241255359,-0.33704739554795005
2.5,3.0,1.963460139073319,1.007869623044431,0.5514156801903332,-0.23172903089233698
2.5,3.5,1.606809735812716,0.9892551597384505,0.7108096082737141,-0.09681109855909832
2.5,4.0,1.2461477609981657,1.0360826238066823,0.7432241962285231,0.04860905275064577
2.5,4.5,1.784239535806117,1.0108132775686463,0.9509924787158023,0.19975657668233224
2.5,5.0,1.8872297680966406,1.0089656271688456,1.1294786787535518,0.34703247797788855
2.5,5.5,1.9259843593817565,1.0325816570762247,1.1655168430628,0.5131767201287627
2.5,6.0,1.9677923832219355,1.0051266839298652,1.3966731556190546,0.6853591864249371
2.5,6.5,1.9749958170105861,1.0400608837386807,1.3794845017459245,0.8382213671595302
2.5,7.0,1.9800668112628188,1.0132746596683178,1.8105914574833062,1.0065433258246932
2.5,7.5,1.969104542036743,0.9883182666978788,2.0714556470182943,1.1660326595091655
2.5,8.0,1.987194553678685,1.0228070463718029,1.844523380367881,1.3548804782665977
2.75,0.5,2.0079000361393025,0.9751687249004726,1.4925381941345255,-0.5036834632213295
2.75,1.0,2.0310665132613153,0.8785191383650485,0.6464545026585123,-0.599251891500734
2.75,1.5,2.0254311351047773,0.9181424518158074,0.43379892824227917,-0.5676968922162433
2.75,2.0,2.0291464816833202,0.9213195717556002,0.44928067481262857,-0.5032601969741652
2.75,2.5,2.024629268281296,0.9456237392912957,0.48328489188014023,-0.4060350332886506
2.75,3.0,2.008092825734232,1.012396839674255,0.4867139368545353,-0.30512811620426195
2.75,3.5,1.9270410532124305,0.9580912048949457,0.733409689834447,-0.20501577078721517
2.75,4.0,1.5821607645967224,0.9562677641696642,0.8793717681113186,-0.09125407532801155
2.75,4.5,1.1527930262441681,0.931272047172482,1.2042962597413047,0.03670088236547952
2.75,5.0,1.7521614498595803,0.9899970087613555,1.142570401059496,0.17679559417282414
2.75,5.5,1.8655539600374538,0.966526948344107,1.3428507433839947,0.2985748459868386
2.75,6.0,1.9416380846426375,1.0142083661166705,1.3083010879115722,0.4629857153989352
2.75,6.5,1.954682136783279,0.9959998170017967,1.5787381206836104,0.609803825227655
2.75,7.0,1.970896244022853,1.0375703802680107,1.5138118328756354,0.7684317478512348
2.75,7.5,1.9809876380209412,1.0150055232142452,1.8943535934557436,0.9046154568322826
2.75,8.0,1.979726381310491,1.0004635697446393,2.095987727608666,1.0832943023346657
3.0,0.5,2.0144574181525647,0.8986086412396358,2.219960666264596,-0.5361775461391006
3.0,1.0,2.030500336447239,0.886928477372798,0.6203897263792378,-0.6304548807053886
3.0,1.5,2.028935526014749,0.8742742362017603,0.47335038104734767,-0.6000797954919704
3.0,2.0,2.023451079587826,0.8784790800659795,0.4699741660743406,-0.5514160841047329
3.0,2.5,2.0260217335458988,0.883673509352908,0.6327421753211182,-0.46551556231590413
3.0,3.0,2.0220862648684763,0.931952134280423,0.5929182109994996,-0.3799581827769855
3.0,3.5,1.9816724738588074,1.0111210981847845,0.5103100331302171,-0.2841561592697878
3.0,4.0,1.9399465532199696,0.9599395578869664,0.8075225244360182,-0.19323206680132202
3.0,4.5,1.60723099439151,0.9835992199182592,0.862983349186829,-0.0758405624687195
3.0,5.0,1.1643436140483137,1.022664229725479,0.9407612656076727,0.02908090293793823
3.0,5.5,1.735192066800598,0.9895138565997825,1.150219429235464,0.15281162900176806
3.0,6.0,1.8471520556488796,0.9583919751197437,1.5852719552982861,0.2801262046464314
3.0,6.5,1.9360090446846243,1.006665477371384,1.455853965551509,0.4073264734263287
3.0,7.0,1.9496325605133324,1.017908211956776,1.6448285318282074,0.541997804681641
3.0,7.5,1.978896295659561,0.969550002260774,2.1081611755175174,0.6880777345660897
3.0,8.0,1.9750233643352004,0.9880085322815814,2.0761503168683224,0.8104813756929037
3.25,0.5,2.0099058982335762,0.9287287006017668,2.2419577637657873,-0.5351783641658625
3.25,1.0,2.0351873528986775,0.7778732274977562,1.0380002648488094,-0.641158503518475
3.25,1.5,2.0216460857447305,0.835563187310728,0.5042113775595313,-0.6315365122305396
3.25,2.0,2.0310760138336383,0.8182915837069427,0.5572010554880148,-0.5869536871167833
3.25,2.5,2.02179610531955,0.9472976697841041,0.40900177472746113,-0.5217326173170757
3.25,3.0,2.028982163848697,0.9325059537398169,0.5066126428153547,-0.44352479818985757
3.25,3.5,2.0155381307342535,0.9054401543818391,0.6984535402350945,-0.3664892973430976
3.25,4.0,2.001314141508257,0.9468697985346238,0.7561959578717444,-0.26889098027425573
3.25,4.5,1.919850150707603,0.9532551238076346,0.8366565959393927,-0.1833351705566854
3.25,5.0,1.6346753830101342,0.9728244305659628,0.967753758273383,-0.085645312392534
3.25,5.5,1.1131728063501003,0.9790041582867647,1.077967106128813,0.02948203165579025
3.25,6.0,1.7225162886037482,0.9983813917822918,1.1846824898541752,0.13921429820375106
3.25,6.5,1.8717995639744354,1.0090688894921171,1.4301973133645902,0.2585235943473498
3.25,7.0,1.9286996826954215,1.017529296968242,1.5060085251997608,0.3813984667402877
3.25,7.5,1.9246059383761358,1.0224723859367104,1.7103515443820994,0.49513204435459457
3.25,8.0,1.9610052566372405,0.9835015315077661,2.1312411069070483,0.6194546111204375
3.5,0.5,2.011774184250271,0.957827887309786,2.4436082321435917,-0.5400810175209522
3.5,1.0,2.030239945414309,0.8127571213523546,0.9016584159846499,-0.6738669589071135
3.5,1.5,2.025461283455037,0.7837566226984949,0.6468296119233984,-0.6543911901622879
3.5,2.0,2.0219023965750194,0.9365106185445616,0.33166707734713174,-0.6136206050265676
3.5,2.5,2.0307092535708366,0.9298903400057542,0.41199377976107093,-0.5579121493367646
3.5,3.0,2.023808059290756,0.9263181088566701,0.5087928578153557,-0.48741027765683154
3.5,3.5,2.0152268046427633,0.9109940106133557,0.6385740866627249,-0.41839781211433147
3.5,4.0,2.0079137413903445,0.9734577870051996,0.6100976415887492,-0.3393103061326084
3.5,4.5,1.9891565528111055,0.9112983058193852,0.8794553255859987,-0.26512395697574925
3.5,5.0,1.9375420895894004,0.9054997449514709,1.1140912076885934,-0.1738322967542359
3.5,5.5,1.6510869292723414,0.9816434105014086,1.010132084769909,-0.08823762950692855
3.5,6.0,0.9886440646993204,0.9448246891194348,1.409861263255781,0.01628298812716163
3.5,6.5,1.6822169800081799,1.0301738013211061,1.0934732620254615,0.11799725487243472
3.5,7.0,1.8252085731866194,0.9677215136749853,1.6781662484490527,0.21970658397393278
3.5,7.5,1.9036121172121079,0.965979637283926,1.9604404215584534,0.3323028125821345
3.5,8.0,1.9462169048981122,0.9917350831777126,2.0915733475843643,0.4536045223351922
3.75,0.5,2.0294435435940783,0.9824767762935795,2.484467983028988,-0.5486572247843677
3.75,1.0,2.035799100660119,0.8647546637599058,0.7779473470164506,-0.6760779976714552
3.75,1.5,2.026833906034676,0.7285756308821896,0.7882590886240582,-0.6709320725714996
3.75,2.0,2.026572998650752,0.8577861426498112,0.4188665156218949,-0.6395202606303305
3.75,2.5,2.0231931408356405,0.8060225495173319,0.574722930514886,-0.5907017294103508
3.75,3.0,2.0159766012407583,0.9135171340669245,0.45941184651840783,-0.5213537483581583
3.75,3.5,2.0160919252465153,0.9015460575015946,0.6026494425668072,-0.4697745227010581
3.75,4.0,2.011251980886728,0.9215614207128686,0.685794672599724,-0.39748712177975004
3.75,4.5,2.006303755353297,0.9509205750559502,0.7238586259242586,-0.32586838884070185
3.75,5.0,1.9899641591572745,0.9003155565835976,1.02582175358131,-0.24803400177157112
3.75,5.5,1.939078223978016,0.9871645425726814,0.9514685396012118,-0.1739979694970705
3.75,6.0,1.6837602274803753,0.9944601846116334,0.961854500827907,-0.08981678570360006
3.75,6.5,1.052926948824313,1.0448618999795882,1.0429500229500626,0.009617346476304802
3.75,7.0,1.6059233954675591,1.0264490090165626,1.3045211235971268,0.09784588425296244
3.75,7.5,1.816163157871067,1.0075607759093261,1.6088049679107441,0.19575878421877635
3.75,8.0,1.9020751992120035,0.9366080769232443,2.17362881317164,0.29699158889366595
4.0,0.5,2.004718908689199,0.947260262440859,3.1521176597137583,-0.5453314223850404
4.0,1.0,2.039737172720955,0.7608928508390702,1.316176785726754,-0.6849364694167174
4.0,1.5,2.02592240646255,0.7742602422306224,0.5962279060403153,-0.694870740862075
4.0,2.0,2.0193965558694527,0.7406648368515347,0.6027373326805627,-0.6627545500098209
4.0,2.5,2.019696808451258,0.8498415979879438,0.46399540753756885,-0.6101549400690736
4.0,3.0,2.0250142594855904,0.8554028703015908,0.5558748465796268,-0.568898789099855
4.0,3.5,2.021118239521507,0.8938033703225222,0.5734444751139468,-0.5081277800809229
4.0,4.0,2.018063294584172,0.9455463047431094,0.5397283477874937,-0.4399351081162174
4.0,4.5,2.0198800815827798,0.8851155314875407,0.8480449360449724,-0.38441830385208087
4.0,5.0,2.0068840943064252,0.9114010431682726,0.9274986738486096,-0.3100300925459532
4.0,5.5,1.9892088315215488,0.9455765915830024,0.9318355397744684,-0.24190566120046625
4.0,6.0,1.9463678814960028,1.0055484187103647,0.9306223947268951,-0.16412033532713705
4.0,6.5,1.7102120387484123,1.0130606618810685,1.0495688576834787,-0.08818776062041811
4.0,7.0,0.9303009187540692,0.9298925169069172,1.6732653513275113,-0.0011371662178493492
4.0,7.5,1.552845552290102,1.010029505245917,1.342147367158836,0.08758184340232125
4.0,8.0,1.7947053064125214,1.0072476495054967,1.5296439478819144,0.1719586830237887
