# G = 1.0
# D = 0.01
lp_w,U_v,alpha,beta,D_eff,mean_vx
2.5,0.125,1.9347787671796315,1.015652464134178,1.80432886149615,-0.3657164537569625
2.5,0.25,2.0220640576723286,0.9856283531296076,0.833647455598041,-0.5468173357375279
2.5,0.375,2.0271816794209276,0.9159361268121041,0.5531632995478339,-0.5821012427210381
2.5,0.5,2.03723781015016,0.862820553002269,0.4903189808346293,-0.5717961249860852
2.5,0.625,2.02198648504333,0.9100595003167478,0.45666724009700005,-0.529658188928803
2.5,0.75,2.0259655575109936,0.9250341997100033,0.4539526385249792,-0.45387941815313965
2.5,0.875,2.020965513842527,0.9119162950828731,0.5597863628468214,-0.40697766348133496
2.5,1.0,1.986191621061335,1.0032449019048888,0.4351522306187633,-0.3345086082267035
2.5,1.125,1.9889451218774543,0.9388587289788164,0.6227277816455171,-0.2715217837684586
2.5,1.25,1.927018965315388,0.9653640474870216,0.667033108317348,-0.1792238624833542
2.5,1.375,1.7528831995146028,0.9915569848780607,0.6661218560032517,-0.10012085070373218
2.5,1.5,1.056551792460706,0.9686116724178101,0.8520154847813057,-0.027365326847352794
2.5,1.625,1.3635939120739387,0.9778602537873037,0.9000492091519894,0.06622359055035613
2.5,1.75,1.712392939568422,1.019599712039471,0.867423298374339,0.15025306745777606
2.5,1.875,1.838362606850318,0.996556781629571,1.0122988160803508,0.2517395014148033
2.5,2.0,1.9081481412175008,1.007950529712857,1.1148818308254254,0.3618780748034043
2.5,2.125,1.9276003817565086,1.0149524836883723,1.2219894916326395,0.4612083718288586
2.5,2.25,1.9402966118867226,0.9443382279066466,1.5262277670406972,0.5440892002207424
2.5,2.375,1.9604518751835387,1.0105343714610366,1.3618806870355928,0.6412439900479867
2.5,2.5,1.9605926058319565,1.0140042367078932,1.4968901103938699,0.7569025900073348
2.5,2.625,1.9767788032377442,1.0143884041517253,1.5999474717855686,0.8809709991049732
2.5,2.75,1.9827363147408665,1.020476935296724,1.6302747585547483,0.9596703545050141
2.5,2.875,1.9850044967980325,1.0108757138575382,1.709896132963047,1.077253624339291
2.5,3.0,1.9806682350433367,1.005700172909361,1.8096280724226723,1.1698288865171234
2.5,3.125,1.9900208645696114,0.9894494584301639,2.151857546064901,1.295491293229431
2.5,3.25,1.9846566803278942,0.980336134150355,2.254871002521582,1.3855999609490042
2.5,3.375,1.9931596185280438,1.0335933018923167,1.8349761907070836,1.4875655813891693
2.5,3.5,1.990767428985767,1.0466640631178323,1.9267947024040293,1.58870426821761
