# Ps Pf tauTTD tauBTD
3.50 8.0 169.78130259985704 0.6993363564088511
3.75 0.5 943.6803979734038 0.3923836853954868
3.75 1.0 584.4466950430893 0.38534820244338464
3.75 1.5 447.088992745726 0.39593961893074575
3.75 2.0 361.2427598236351 0.4176536878993583
3.75 2.5 324.9471779213569 0.43950479005590326
3.75 3.0 289.5014178797367 0.4945013703917499
3.75 3.5 258.86793893361914 0.47193632546343617
3.75 4.0 245.45988140982334 0.5054065190194081
3.75 4.5 234.25772581351382 0.49458798551437255
3.75 5.0 215.06711707773553 0.547838332189285
3.75 5.5 206.74187595143096 0.5417111719214024
3.75 6.0 201.23571900717855 0.5872138953301282
3.75 6.5 186.1511360656056 0.576074129006799
3.75 7.0 189.18617773343226 0.6038866282353657
3.75 7.5 176.57300542141462 0.6425026661971307
3.75 8.0 172.85947783305892 0.6385033840959395
4.00 0.5 933.1861311680641 0.36369278643986874
4.00 1.0 602.5665631620576 0.37989789684437686
4.00 1.5 431.02511668610066 0.40475869854271457
4.00 2.0 372.46656504225143 0.4055370216120173
4.00 2.5 337.22001627655175 0.44077563249245394
4.00 3.0 291.7317727150591 0.45137781693805484
4.00 3.5 269.48237715896386 0.4666769889014552
4.00 4.0 250.80810024255285 0.48694616789270856
4.00 4.5 222.97418337731227 0.4957580459411042
4.00 5.0 232.2002580846432 0.5182672608471294
4.00 5.5 218.61080898870878 0.5032578081917795
4.00 6.0 199.11784252824089 0.5320117431543081
4.00 6.5 194.80516609129302 0.5711034416389347
4.00 7.0 189.84071960627523 0.5538002219368086
4.00 7.5 172.81192911393615 0.647004283263704
4.00 8.0 175.77806895004943 0.6134792994131045
