# time MSD
2.000000000000000042e-03 2.082482387066926323e-05
4.000000000000000083e-03 6.678051621474917704e-05
8.000000000000000167e-03 2.045822642712864412e-04
1.600000000000000033e-02 5.479507679789033005e-04
3.200000000000000067e-02 1.744061454700087787e-03
6.400000000000000133e-02 6.134278678597504531e-03
1.280000000000000027e-01 2.162632340426992247e-02
2.560000000000000053e-01 7.655648244498358679e-02
5.120000000000000107e-01 2.381713819875119209e-01
1.024000000000000021e+00 5.662488276128330167e-01
2.048000000000000043e+00 1.171691317107877550e+00
4.096000000000000085e+00 2.435705733786339700e+00
8.192000000000000171e+00 4.582614273664910698e+00
1.638400000000000034e+01 9.766926458825770041e+00
3.276800000000000068e+01 1.939447329318050706e+01
6.553600000000000136e+01 4.309476589937784752e+01
8.000100000000000477e+01 5.590034632072465826e+01
8.000199999999999534e+01 5.590287493024064958e+01
8.000400000000000489e+01 5.590556854949409882e+01
8.000799999999999557e+01 5.590359779268752050e+01
8.001600000000000534e+01 5.589132911481423349e+01
8.003199999999999648e+01 5.588416711547726123e+01
8.006400000000000716e+01 5.587891363990928539e+01
8.012800000000000011e+01 5.590403140310012731e+01
8.025600000000000023e+01 5.592376541367123366e+01
8.051200000000000045e+01 5.606363317171123128e+01
8.102400000000000091e+01 5.659677306172880407e+01
8.204800000000000182e+01 5.732517409564170663e+01
8.409600000000000364e+01 5.935838238315161419e+01
8.819200000000000728e+01 6.288290894756083560e+01
9.638400000000000034e+01 6.984898022957678165e+01
1.127680000000000007e+02 8.676847236263657237e+01
1.455360000000000014e+02 1.177775522218342843e+02
1.600010000000000048e+02 1.301626254837079841e+02
1.600020000000000095e+02 1.301653423802565044e+02
1.600039999999999907e+02 1.301615630452113521e+02
1.600080000000000098e+02 1.301625117726423753e+02
1.600159999999999911e+02 1.301547890840997468e+02
1.600320000000000107e+02 1.301805314785715382e+02
1.600639999999999930e+02 1.301520485851739863e+02
1.601280000000000143e+02 1.302211039130315839e+02
1.602560000000000002e+02 1.302941056730226421e+02
1.605120000000000005e+02 1.305123699106493973e+02
1.610240000000000009e+02 1.312474404318003280e+02
1.620480000000000018e+02 1.318342022997753702e+02
1.640960000000000036e+02 1.342433983039201166e+02
1.681920000000000073e+02 1.384506022251233617e+02
1.763840000000000146e+02 1.474380442795286683e+02
1.927680000000000007e+02 1.632453652263356503e+02
2.255360000000000014e+02 2.056729177610966133e+02
2.400010000000000048e+02 2.205392505581356488e+02
2.400020000000000095e+02 2.205390387058934323e+02
2.400040000000000191e+02 2.205493628569655868e+02
2.400080000000000098e+02 2.205550446816399415e+02
2.400159999999999911e+02 2.205326797078921288e+02
2.400320000000000107e+02 2.205633991837405006e+02
2.400639999999999930e+02 2.205716332866341247e+02
2.401280000000000143e+02 2.205802945570186182e+02
2.402560000000000002e+02 2.206946436886989318e+02
2.405120000000000005e+02 2.210583948180577636e+02
2.410240000000000009e+02 2.214217246045610636e+02
2.420480000000000018e+02 2.232762065214568281e+02
2.440960000000000036e+02 2.271995082780144344e+02
2.481920000000000073e+02 2.331037860038152587e+02
2.563840000000000146e+02 2.417053505344220525e+02
2.727680000000000291e+02 2.576147453738125819e+02
3.055360000000000014e+02 2.984842868671749443e+02
3.200010000000000332e+02 3.158905583226551812e+02
3.200020000000000095e+02 3.158927927512793303e+02
3.200040000000000191e+02 3.158998257624049870e+02
3.200079999999999814e+02 3.159085787224431670e+02
3.200160000000000196e+02 3.159049587065524065e+02
3.200319999999999823e+02 3.159292615569553391e+02
3.200640000000000214e+02 3.159297189696897021e+02
3.201279999999999859e+02 3.159713050694629715e+02
3.202560000000000286e+02 3.159158800488991119e+02
3.205120000000000005e+02 3.159368257697968261e+02
3.210240000000000009e+02 3.157097229009182229e+02
3.220480000000000018e+02 3.175631244141013667e+02
3.240960000000000036e+02 3.234184328828253570e+02
3.281920000000000073e+02 3.349608579107203923e+02
3.363840000000000146e+02 3.502501463935267907e+02
3.527680000000000291e+02 3.773502419257983433e+02
3.855360000000000014e+02 4.334099375177946172e+02
4.000010000000000332e+02 4.616838680373182342e+02
4.000020000000000095e+02 4.616975967454553711e+02
4.000040000000000191e+02 4.617004692292590562e+02
4.000079999999999814e+02 4.617182145585064745e+02
4.000160000000000196e+02 4.617526992774351129e+02
4.000319999999999823e+02 4.618130856887597133e+02
4.000640000000000214e+02 4.619497461354765164e+02
4.001279999999999859e+02 4.621664433386570181e+02
4.002560000000000286e+02 4.627596659107164783e+02
4.005120000000000005e+02 4.637447026439223237e+02
4.010240000000000009e+02 4.648022345793546606e+02
4.020480000000000018e+02 4.657964437704925444e+02
4.040960000000000036e+02 4.682888565306079158e+02
4.081920000000000073e+02 4.749655031495422577e+02
4.163840000000000146e+02 4.860177543509815905e+02
4.327680000000000291e+02 5.098003264789913942e+02
4.655360000000000014e+02 5.703805168355465867e+02
4.800010000000000332e+02 5.963967359242849398e+02
4.800020000000000095e+02 5.963847454433821440e+02
4.800040000000000191e+02 5.963775931519724054e+02
4.800080000000000382e+02 5.963788554616949114e+02
4.800160000000000196e+02 5.963962520210186540e+02
4.800319999999999823e+02 5.964259430515803615e+02
4.800640000000000214e+02 5.964262463893890072e+02
4.801279999999999859e+02 5.964883604626984379e+02
4.802560000000000286e+02 5.966626857267092419e+02
4.805120000000000005e+02 5.966562720033235792e+02
4.810240000000000009e+02 5.975237258811971515e+02
4.820480000000000018e+02 5.989779706559335182e+02
4.840960000000000036e+02 6.050524157343724028e+02
4.881920000000000073e+02 6.147660179192449732e+02
4.963840000000000146e+02 6.305221273766120476e+02
5.127680000000000291e+02 6.572124869820249842e+02
5.455360000000000582e+02 7.317053081079930053e+02
5.600009999999999764e+02 7.610814299663915108e+02
5.600020000000000664e+02 7.610740149916916835e+02
5.600040000000000191e+02 7.610961480342710956e+02
5.600080000000000382e+02 7.611165600634566317e+02
5.600159999999999627e+02 7.611345071772856272e+02
5.600320000000000391e+02 7.611383297504941083e+02
5.600639999999999645e+02 7.612876949687092747e+02
5.601280000000000427e+02 7.614293058308300033e+02
5.602559999999999718e+02 7.615855016188967284e+02
5.605120000000000573e+02 7.626116038113779041e+02
5.610240000000000009e+02 7.635001980268610851e+02
5.620480000000000018e+02 7.651655503253948609e+02
5.640960000000000036e+02 7.696365202016056628e+02
