# time MSD
2.000000000000000042e-03 3.277190804394344484e-05
4.000000000000000083e-03 1.766572866547563955e-04
8.000000000000000167e-03 8.068486175422191677e-04
1.600000000000000033e-02 3.305485795144366950e-03
3.200000000000000067e-02 1.321873417074346212e-02
6.400000000000000133e-02 5.078893032789336820e-02
1.280000000000000027e-01 1.838819846987926054e-01
2.560000000000000053e-01 5.185346043529088789e-01
5.120000000000000107e-01 1.017254287458341677e+00
1.024000000000000021e+00 1.944362308417052709e+00
2.048000000000000043e+00 3.739047412422241923e+00
4.096000000000000085e+00 6.793624894310900331e+00
8.192000000000000171e+00 1.372401222009686172e+01
1.638400000000000034e+01 2.911442877752437397e+01
3.276800000000000068e+01 6.313154936398805717e+01
6.553600000000000136e+01 1.542945210313108362e+02
8.000100000000000477e+01 2.001361046058619024e+02
8.000199999999999534e+01 2.001322118917268256e+02
8.000400000000000489e+01 2.001418676578221039e+02
8.000799999999999557e+01 2.001533935380858509e+02
8.001600000000000534e+01 2.001774560514166694e+02
8.003199999999999648e+01 2.002554512916443628e+02
8.006400000000000716e+01 2.004229191442075546e+02
8.012800000000000011e+01 2.007906071931308247e+02
8.025600000000000023e+01 2.016252672945731206e+02
8.051200000000000045e+01 2.024852578647214045e+02
8.102400000000000091e+01 2.039495346188406870e+02
8.204800000000000182e+01 2.080672714185012637e+02
8.409600000000000364e+01 2.167443884968992904e+02
8.819200000000000728e+01 2.316737502637365935e+02
9.638400000000000034e+01 2.567198628035056345e+02
1.127680000000000007e+02 3.371843967746047497e+02
1.455360000000000014e+02 5.116654859612701216e+02
1.600010000000000048e+02 6.081698295597788047e+02
1.600020000000000095e+02 6.081854437772883557e+02
1.600039999999999907e+02 6.081751510530956466e+02
1.600080000000000098e+02 6.081901862901954701e+02
1.600159999999999911e+02 6.082174386784861326e+02
1.600320000000000107e+02 6.082946470946569661e+02
1.600639999999999930e+02 6.083516540672756037e+02
1.601280000000000143e+02 6.085815867414676177e+02
1.602560000000000002e+02 6.090597942587658054e+02
1.605120000000000005e+02 6.104583569707996276e+02
1.610240000000000009e+02 6.157968846993157968e+02
1.620480000000000018e+02 6.244333412334328841e+02
1.640960000000000036e+02 6.375117610880059829e+02
1.681920000000000073e+02 6.655496367514235772e+02
1.763840000000000146e+02 7.265720598190080182e+02
1.927680000000000007e+02 8.456577940882564235e+02
2.255360000000000014e+02 1.108927950415861687e+03
2.400010000000000048e+02 1.245049719326849981e+03
2.400020000000000095e+02 1.245054034808659480e+03
2.400040000000000191e+02 1.245062118923932303e+03
2.400080000000000098e+02 1.245077330106486670e+03
2.400159999999999911e+02 1.245207494969536128e+03
2.400320000000000107e+02 1.245393311558892265e+03
2.400639999999999930e+02 1.245701380865842339e+03
2.401280000000000143e+02 1.246459347807575796e+03
2.402560000000000002e+02 1.247422279115424317e+03
2.405120000000000005e+02 1.249315417190798144e+03
2.410240000000000009e+02 1.253462775025676365e+03
2.420480000000000018e+02 1.257292437136299895e+03
2.440960000000000036e+02 1.275458649622516305e+03
2.481920000000000073e+02 1.318341747839744130e+03
2.563840000000000146e+02 1.390193976364686250e+03
2.727680000000000291e+02 1.540232682991780166e+03
3.055360000000000014e+02 1.838804669784650287e+03
3.200010000000000332e+02 2.005446820885990746e+03
3.200020000000000095e+02 2.005450057514672380e+03
3.200040000000000191e+02 2.005466291070616535e+03
3.200079999999999814e+02 2.005560495460776565e+03
3.200160000000000196e+02 2.005659462052177332e+03
3.200319999999999823e+02 2.005724259941287073e+03
3.200640000000000214e+02 2.006118531939444210e+03
3.201279999999999859e+02 2.006791439342720651e+03
3.202560000000000286e+02 2.007863320606373236e+03
3.205120000000000005e+02 2.009261324455486374e+03
3.210240000000000009e+02 2.013224460595070923e+03
3.220480000000000018e+02 2.029779100616742653e+03
3.240960000000000036e+02 2.056526337356854128e+03
3.281920000000000073e+02 2.102006350183826271e+03
3.363840000000000146e+02 2.188833364709731995e+03
3.527680000000000291e+02 2.377251137738210218e+03
3.855360000000000014e+02 2.736099740352618483e+03
4.000010000000000332e+02 2.937044710708945331e+03
4.000020000000000095e+02 2.937081958641706478e+03
4.000040000000000191e+02 2.937090608020469062e+03
4.000079999999999814e+02 2.937167902360140033e+03
4.000160000000000196e+02 2.937386588886338359e+03
4.000319999999999823e+02 2.937861526037732801e+03
4.000640000000000214e+02 2.938651272401083133e+03
4.001279999999999859e+02 2.940353900441643873e+03
4.002560000000000286e+02 2.942908846983445073e+03
4.005120000000000005e+02 2.944853899058122352e+03
4.010240000000000009e+02 2.949049000579591848e+03
4.020480000000000018e+02 2.964498581522085715e+03
4.040960000000000036e+02 2.986234484833944407e+03
4.081920000000000073e+02 3.044318250542328315e+03
4.163840000000000146e+02 3.134812391269378168e+03
4.327680000000000291e+02 3.332018298244505331e+03
4.655360000000000014e+02 3.826612868486958632e+03
4.800010000000000332e+02 4.078475132082033269e+03
4.800020000000000095e+02 4.078476315017420347e+03
4.800040000000000191e+02 4.078489400029706758e+03
4.800080000000000382e+02 4.078502256773759200e+03
4.800160000000000196e+02 4.078539110550643727e+03
4.800319999999999823e+02 4.078579735595734746e+03
4.800640000000000214e+02 4.078743898012189220e+03
4.801279999999999859e+02 4.079341449460307103e+03
4.802560000000000286e+02 4.080584205059069973e+03
4.805120000000000005e+02 4.085903665211589214e+03
4.810240000000000009e+02 4.092332187354230427e+03
